seed,method,scenario,S,eps_wass,sigma,shift_rho,shift_boost,ground_cost,collision,collision_step,min_clearance,min_clearance_step,total_progress,control_effort,constraint_active_count,missed_mode_steps,total_steps,avg_solve_ms,p50_solve_ms,p95_solve_ms,max_solve_ms,total_dro_injected,avg_safe_horizon,clearance_5pct
12348,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8876,22,4.1394,125.1203,361,80,80,17.4657,16.3461,25.8664,35.0994,0,7.0000,0.9171
12349,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3875,15,14.3510,314.3423,870,80,80,15.8519,16.3120,24.5537,37.4281,0,7.0000,1.4191
12350,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3766,31,20.1329,606.7168,1231,80,80,13.0634,15.1783,20.3573,24.0809,0,7.0000,1.4419
12351,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6296,21,3.6548,116.1296,390,80,80,18.0102,17.1195,24.0193,26.0075,0,7.0000,1.6758
12352,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1397,23,11.9655,231.2861,721,80,80,15.9565,16.2366,25.6994,26.9593,0,7.0000,1.1644
12353,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5320,22,19.3469,529.1737,1140,80,80,14.0193,15.1700,20.9773,23.2830,0,7.0000,1.5545
12354,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,17,0.6868,24,5.1812,144.3058,450,80,80,14.9084,15.1006,19.7852,21.9522,0,7.0000,0.7603
12355,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,26,0.8198,26,15.9786,337.6998,870,80,80,13.1308,14.8620,21.1723,23.4494,0,7.0000,0.9424
12356,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9139,27,4.0099,139.7309,421,80,80,14.0754,15.0966,18.8756,21.9143,0,7.0000,0.9504
12357,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4241,13,17.2210,385.8961,930,80,80,13.1482,12.9266,20.5901,25.1564,0,7.0000,1.4627
12358,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.7293,24,12.7986,289.6073,900,80,80,16.9360,17.7239,24.3922,25.4044,0,7.0000,1.8159
12359,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1713,13,14.8335,286.5769,840,80,80,15.0585,15.8078,22.7082,24.4917,0,7.0000,1.2000
12360,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6826,15,4.1048,123.7006,361,80,80,13.1320,12.1284,19.7621,23.7731,0,7.0000,1.7019
12361,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3309,15,19.9235,571.4201,1111,80,80,13.2977,13.3262,23.4132,24.5612,0,7.0000,1.3699
12362,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5942,19,3.3150,128.1924,361,80,80,17.1629,17.2874,23.3945,24.7181,0,7.0000,1.6338
12363,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.8873,11,11.2572,289.1820,782,80,80,13.6753,13.3074,21.4521,24.2258,0,7.0000,1.9377
12364,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4839,24,20.3376,646.3880,1231,80,80,14.2953,14.9766,24.1262,25.7279,0,7.0000,1.4976
12365,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9089,27,20.1896,767.8711,1471,80,80,13.4268,16.1120,22.0432,24.5189,0,7.0000,0.9774
12366,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4103,23,6.6372,186.8568,512,80,80,17.0050,16.3149,24.4411,41.9865,0,7.0000,1.4370
12367,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6777,12,10.6174,272.3932,870,80,80,16.7412,16.7354,23.0825,26.3464,0,7.0000,1.7119
12368,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2651,24,20.2338,776.7911,1470,80,80,13.7738,15.0648,25.3850,28.1917,0,7.0000,1.3341
12369,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2226,14,4.2290,124.7382,361,80,80,16.4494,15.5197,24.4356,26.9703,0,7.0000,1.2770
12370,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4215,22,20.0989,612.4216,1201,80,80,14.0458,15.2935,23.0277,24.8325,0,7.0000,1.4403
12371,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.9891,19,4.5237,163.5830,479,80,80,13.2696,12.5171,20.4611,24.4057,0,7.0000,2.0104
12372,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6557,8,2.2935,114.6601,360,80,80,17.1181,16.3849,20.9511,24.3849,0,7.0000,1.6741
12373,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6289,11,17.4057,412.5458,962,80,80,15.5194,15.4959,24.4574,27.9905,0,7.0000,1.6576
12374,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.7190,12,15.3449,311.0400,869,80,80,14.1315,15.1234,21.4168,25.9044,0,7.0000,1.7779
12375,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.8916,15,20.3222,789.3984,1470,80,80,13.2281,14.0952,23.0673,23.8165,0,7.0000,1.8949
12376,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5692,18,20.1176,615.3740,1230,80,80,15.2084,15.2219,25.9695,30.8269,0,7.0000,1.5800
12377,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6746,11,20.4995,724.5756,1320,80,80,12.3769,12.6122,22.9588,25.0592,0,7.0000,1.7216
12378,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1353,32,3.8489,188.5637,600,80,80,16.4843,16.4008,22.8390,23.5709,0,7.0000,1.1979
12379,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3551,15,19.4188,542.9877,1140,80,80,14.9059,16.4624,23.4673,24.4259,0,7.0000,1.3806
12380,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3895,15,1.7904,125.5845,330,80,80,19.0086,19.2604,23.7431,25.2073,0,7.0000,1.4155
12381,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3536,24,20.2111,788.5711,1500,80,80,12.4882,14.4508,22.2286,28.5221,0,7.0000,1.3736
12382,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5706,8,8.6105,213.7907,660,80,80,14.2693,14.1858,19.0968,20.1318,0,7.0000,1.6408
12383,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3002,17,16.8849,375.4241,901,80,80,14.7748,15.4563,22.9257,30.2700,0,7.0000,1.3156
12384,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6855,13,16.4656,396.0803,1050,80,80,14.8065,16.0404,20.2815,21.2258,0,7.0000,1.6964
12385,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2532,30,19.3506,538.0041,1140,80,80,14.4285,15.5562,25.2874,29.3981,0,7.0000,1.3859
12386,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3670,21,3.2333,157.5681,450,80,80,17.5667,16.8852,22.4545,24.5357,0,7.0000,1.3968
12387,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4037,25,20.1367,767.0058,1500,80,80,12.6349,14.2948,23.3716,27.6104,0,7.0000,1.4696
12388,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1732,37,16.3684,383.2570,931,80,80,16.1315,16.2617,26.0102,26.4791,0,7.0000,1.3381
12389,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1195,13,20.4267,648.6528,1230,80,80,14.9052,14.8385,26.8237,32.4128,0,7.0000,1.1436
12390,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9955,21,15.2082,314.4663,840,80,80,15.1710,16.2559,23.7979,27.7349,0,7.0000,1.0561
12391,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1687,16,18.5320,478.3430,1080,80,80,13.9163,14.8571,22.6804,24.9300,0,7.0000,1.1915
12392,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6976,13,14.3418,290.4259,781,80,80,12.1487,11.7513,20.1074,21.0390,0,7.0000,1.7167
12393,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.9800,14,20.1525,777.1725,1560,80,80,10.0046,10.6532,18.3270,22.7840,0,7.0000,1.9911
12394,SHMPC_GAN,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1060,25,20.1120,769.7544,1501,80,80,12.5154,14.8718,24.8059,28.2551,0,7.0000,1.1964
12345,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1578,13,20.1137,786.1069,660,80,80,4.8270,4.6857,10.0610,10.6497,0,7.0000,1.1833
12346,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3021,33,20.1463,777.1212,624,80,80,5.8005,5.4594,10.3793,11.5105,0,7.0000,1.3126
12347,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9666,11,20.0908,781.6747,624,80,80,5.1231,4.8934,10.5093,11.3125,0,7.0000,1.0962
12348,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9928,12,20.0662,767.0167,636,80,80,5.4650,5.2785,10.3297,10.6366,0,7.0000,1.0611
12349,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0276,11,20.5564,693.3033,516,80,80,4.8953,4.8323,8.6697,9.6058,0,7.0000,1.0788
12350,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3047,22,20.0820,761.7986,649,80,80,4.6565,3.9410,10.0262,10.3634,0,7.0000,1.3489
12351,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3126,12,18.7715,464.5924,408,80,80,6.5446,6.4912,10.6360,10.8062,0,7.0000,1.3916
12352,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3176,14,20.2114,755.0308,588,80,80,5.6296,4.9606,11.1321,12.0290,0,7.0000,1.3321
12353,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.7547,27,20.5596,685.0525,528,80,80,6.1727,6.2545,10.7743,12.6632,0,7.0000,1.7703
12354,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,10,0.2717,15,20.1017,589.1394,504,80,80,6.9720,7.3528,11.7066,12.4282,0,7.0000,0.3279
12355,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8561,20,20.1020,780.9517,745,80,80,4.1200,2.3783,9.0079,9.9492,0,7.0000,0.9205
12356,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1917,27,20.6183,709.7133,529,80,80,5.4094,6.5115,8.8879,10.4325,0,7.0000,1.2271
12357,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3538,15,19.1767,489.5490,420,80,80,5.5502,5.6618,9.2142,10.2972,0,7.0000,1.4142
12358,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2800,8,20.2999,758.0323,564,80,80,5.0854,4.9895,10.4179,11.6993,0,7.0000,1.3212
12359,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1478,11,18.3260,438.7719,396,80,80,5.2258,5.0920,8.0047,9.4307,0,7.0000,1.1987
12360,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6939,21,5.7231,223.4433,240,80,80,6.9494,6.8952,9.9468,16.8657,0,7.0000,1.7183
12361,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2316,18,20.0706,772.1673,672,80,80,4.7487,5.2010,8.1497,8.8824,0,7.0000,1.2477
12362,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3979,10,11.7003,235.3561,312,80,80,6.1656,6.1824,8.6635,8.9091,0,7.0000,1.4191
12363,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4428,14,3.7604,114.0713,144,80,80,6.4303,5.9677,9.8002,10.6542,0,7.0000,1.4503
12364,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5134,19,15.6226,355.4662,372,80,80,6.7688,6.7489,10.8803,14.4471,0,7.0000,1.5571
12365,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2641,28,20.1086,785.5501,684,80,80,6.1070,6.6716,10.6750,11.4859,0,7.0000,1.3242
12366,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1967,21,20.1415,764.6273,600,80,80,6.0207,6.4112,11.0377,11.8637,0,7.0000,1.2358
12367,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2110,9,14.4905,284.8295,324,80,80,5.6521,5.3985,7.9505,8.1801,0,7.0000,1.3174
12368,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8592,21,20.1226,797.3826,733,80,80,5.2429,4.8087,11.1307,11.9811,0,7.0000,0.9775
12369,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9075,11,4.7370,133.1528,168,80,80,6.3914,5.6270,10.6806,11.0110,0,7.0000,1.0114
12370,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1599,26,20.1123,812.3868,660,80,80,4.4528,5.4995,7.4725,7.9087,0,7.0000,1.2638
12371,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.7959,22,4.5830,165.5309,192,80,80,6.5557,6.5638,8.4717,10.6494,0,7.0000,1.8174
12372,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4753,12,4.6787,196.3242,216,80,80,6.2956,5.5798,10.5350,10.8429,0,7.0000,1.5140
12373,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4382,9,11.8483,230.3291,288,80,80,6.3530,6.5931,10.2108,10.6880,0,7.0000,1.4790
12374,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,2.0165,12,16.4678,377.4908,384,80,80,5.4437,4.4823,9.7411,11.0086,0,7.0000,2.0562
12375,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4281,14,20.1620,783.2041,612,80,80,5.1767,5.2636,10.0243,10.7801,0,7.0000,1.4318
12376,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9780,10,20.1146,815.9569,709,80,80,4.9383,4.5029,10.2651,11.7491,0,7.0000,1.0314
12377,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6432,17,20.3122,634.3516,504,80,80,5.8687,5.8109,10.5106,10.8328,0,7.0000,1.7111
12378,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9131,22,20.1076,785.3071,648,80,80,4.7171,5.2278,8.6533,9.2355,0,7.0000,1.0205
12379,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1397,11,20.2812,756.1748,564,80,80,5.0387,5.2121,9.1272,12.6113,0,7.0000,1.1760
12380,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5034,25,18.7871,542.3577,468,80,80,7.1032,7.5048,11.2425,11.7407,0,7.0000,1.5164
12381,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,9,0.6042,11,20.1013,785.3748,804,80,80,4.2134,3.1014,9.1319,11.0162,0,7.0000,0.6662
12382,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4412,9,3.6415,115.0287,144,80,80,5.9123,5.5877,8.1575,8.6893,0,7.0000,1.4808
12383,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4260,21,20.1220,810.5166,648,80,80,4.5720,5.6061,8.0222,8.8566,0,7.0000,1.4611
12384,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3597,16,20.5879,693.0406,516,80,80,5.1249,5.1308,9.5566,10.5840,0,7.0000,1.4197
12385,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5836,29,20.5099,761.4799,564,80,80,5.8806,6.6560,10.1156,11.1620,0,7.0000,1.6723
12386,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9893,13,20.5445,675.0024,516,80,80,4.9608,5.2897,9.5669,10.6561,0,7.0000,1.0814
12387,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1833,20,20.0969,787.5667,720,80,80,4.7652,3.3399,10.9249,11.4572,0,7.0000,1.2582
12388,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1999,11,20.0811,772.2551,648,80,80,5.2871,4.8792,10.8694,12.1408,0,7.0000,1.2430
12389,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1380,16,20.2535,770.6526,600,80,80,5.4349,5.9583,10.2365,11.2457,0,7.0000,1.1673
12390,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9160,25,20.0860,790.5023,636,80,80,5.9471,6.0956,10.6833,11.3455,0,7.0000,0.9764
12391,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9488,14,20.1600,815.1056,648,80,80,5.7800,5.2064,10.8838,11.8913,0,7.0000,0.9669
12392,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6036,13,20.3119,763.0072,564,80,80,5.6680,6.3132,10.4697,10.7618,0,7.0000,1.6181
12393,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.9387,18,20.3030,794.3042,588,80,80,5.3472,5.7999,9.8460,11.1638,0,7.0000,1.9558
12394,SHMPC_GAN_Reduced,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1933,21,20.1116,774.8446,636,80,80,5.6202,6.1716,10.6675,11.4979,0,7.0000,1.2419
12345,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,16,0.7305,17,14.2704,336.4895,384,80,80,7.5743,7.7295,11.4450,12.2325,0,7.0000,0.7504
12346,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,28,0.8279,28,20.4557,753.8258,564,80,80,5.8627,6.5551,11.4884,12.8498,0,7.0000,0.9118
12347,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,37,0.7771,39,18.4671,559.2928,504,80,80,7.1875,8.0015,10.6732,12.5624,0,7.0000,0.8898
12348,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9186,24,4.1835,124.3875,156,80,80,5.9609,6.4010,8.3919,9.1823,0,7.0000,0.9483
12349,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0947,15,20.3076,770.4128,576,80,80,5.2256,6.0779,9.2626,10.3758,0,7.0000,1.1257
12350,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,18,0.8057,21,15.5544,385.7186,384,80,80,6.1965,6.6333,9.8576,10.7075,0,7.0000,0.8485
12351,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3247,15,20.1090,770.4778,648,80,80,5.2454,5.0431,10.2253,10.5784,0,7.0000,1.3622
12352,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8942,26,18.0673,458.5617,420,80,80,6.6213,6.6651,10.9334,11.3616,0,7.0000,0.9162
12353,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9687,18,19.8039,537.1580,444,80,80,5.9791,5.9808,10.7152,11.5333,0,7.0000,0.9882
12354,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,16,0.5876,28,19.2679,531.6849,456,80,80,6.4397,6.5511,10.4325,10.9313,0,7.0000,0.6203
12355,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,18,0.8447,18,20.0676,784.2185,696,80,80,5.8435,7.0618,10.9842,11.6766,0,7.0000,0.9105
12356,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,16,0.4618,40,4.1254,180.9050,192,80,80,7.8694,7.5406,10.2610,11.5277,0,7.0000,0.5066
12357,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4282,15,20.2449,773.9310,600,80,80,6.0691,6.6717,10.6428,11.0868,0,7.0000,1.4818
12358,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4949,11,20.0916,797.7688,708,80,80,4.5142,2.8577,9.9305,10.7145,0,7.0000,1.5331
12359,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9090,13,20.2428,741.4246,564,80,80,5.5420,5.9582,10.4631,11.0344,0,7.0000,0.9506
12360,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3152,16,20.0885,770.9238,672,80,80,5.0924,5.8921,9.6357,11.3244,0,7.0000,1.3222
12361,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0116,18,8.7487,188.8742,240,80,80,7.3618,6.8096,10.7114,11.9533,0,7.0000,1.0282
12362,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0419,12,20.1932,751.5839,589,80,80,4.8019,5.1689,9.2858,9.6519,0,7.0000,1.0804
12363,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2741,21,20.3475,768.2655,564,80,80,5.3879,5.6723,10.6465,11.7225,0,7.0000,1.2816
12364,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.7000,24,20.1812,799.2936,624,80,80,5.1520,6.2209,9.7166,10.1478,0,7.0000,1.7144
12365,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,23,0.7433,26,20.2795,798.1751,600,80,80,6.4516,7.3413,11.1201,11.9206,0,7.0000,0.8177
12366,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9757,26,20.6168,693.6858,516,80,80,5.6076,6.5184,10.1743,10.9914,0,7.0000,1.0114
12367,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2666,13,20.1256,790.1877,624,80,80,4.4726,4.4281,7.9380,10.0033,0,7.0000,1.3115
12368,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,22,0.8128,23,20.2438,797.0756,588,80,80,5.6754,6.6926,10.3898,11.1107,0,7.0000,0.8964
12369,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2916,19,20.2335,764.0747,576,80,80,5.6157,6.0354,11.1398,11.7844,0,7.0000,1.3241
12370,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,20,0.8170,24,19.8039,537.0110,444,80,80,6.4271,6.8057,10.9177,13.4970,0,7.0000,0.8341
12371,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2848,20,20.2360,767.3791,565,80,80,5.3355,6.3544,10.5904,10.7182,0,7.0000,1.3128
12372,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,11,0.5837,12,8.9377,224.8572,276,80,80,5.9114,5.6048,10.6215,11.9165,0,7.0000,0.7112
12373,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5287,16,20.1088,770.0910,672,80,80,4.4815,3.0315,9.9711,10.5537,0,7.0000,1.5761
12374,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.7517,14,20.1129,777.5735,708,80,80,4.2049,2.7185,8.9242,10.2617,0,7.0000,1.8206
