seed,method,S,eps_wass,sigma,shift_rho,shift_boost,ground_cost,collision,collision_step,min_clearance,min_clearance_step,total_progress,control_effort,constraint_active_count,missed_mode_steps,total_steps,avg_solve_ms,p50_solve_ms,p95_solve_ms,max_solve_ms,total_dro_injected,avg_safe_horizon,clearance_5pct
77,no_injection,20,0.1000,1.0000,0.0000,0.0000,w2_bures,1,25,0.7702,31,2.3795,156.8041,158,6,60,3.1355,2.4341,6.4188,7.8100,0,3.0000,0.7888
77,dro_full,20,0.1000,1.0000,0.0000,0.0000,w2_bures,1,25,0.7709,31,2.3790,156.7677,153,7,60,3.5304,2.9327,6.5747,7.5077,17,3.0000,0.7895
