seed,method,S,eps_wass,sigma,shift_rho,shift_boost,ground_cost,collision,collision_step,min_clearance,min_clearance_step,total_progress,control_effort,constraint_active_count,missed_mode_steps,total_steps,avg_solve_ms,p50_solve_ms,p95_solve_ms,max_solve_ms,total_dro_injected,avg_safe_horizon,clearance_5pct
42,no_injection,20,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2373,15,20.4928,745.7728,383,9,60,4.5313,3.9127,11.7376,13.4250,0,3.0000,1.2860
42,dro_full,20,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2252,15,20.4184,693.1955,319,9,60,2.1482,1.7170,6.8473,7.7849,17,3.0000,1.2787
