seed,variant,step,ego_x,ego_y,ego_theta,obs_x,obs_y,obs_mode,collision,missed_mode,clearance
200042,OT,122,19.9276,-0.0126,4.9062,-8.7205,-8.3403,turn_left,0,0,29.8339
200042,OT,123,19.9289,-0.0185,4.9862,-8.8903,-8.4352,decelerating,0,0,30.0231
200042,OT,124,19.9308,-0.0241,5.0662,-9.0599,-8.5300,decelerating,0,1,30.2128
200042,OT,125,19.9331,-0.0296,5.1462,-9.2335,-8.6294,decelerating,0,0,30.4079
200042,OT,126,19.9358,-0.0349,5.2262,-9.4061,-8.7304,decelerating,0,0,30.6032
200042,OT,127,19.9389,-0.0400,5.3062,-9.5779,-8.8329,decelerating,0,0,30.7986
200042,OT,128,19.9424,-0.0447,5.3862,-9.7487,-8.9369,decelerating,0,1,30.9941
200042,OT,129,19.9463,-0.0492,5.4662,-9.9187,-9.0423,decelerating,0,1,31.1896
200042,OT,130,19.9505,-0.0533,5.5462,-10.0879,-9.1491,decelerating,0,0,31.3853
200042,OT,131,19.9550,-0.0571,5.6262,-10.2561,-9.2571,constant_velocity,0,0,31.5809
200042,OT,132,19.9598,-0.0605,5.7062,-10.4236,-9.3664,turn_left,0,0,31.7765
200042,OT,133,19.9648,-0.0635,5.7862,-10.5877,-9.4806,turn_left,0,0,31.9709
200042,OT,134,19.9700,-0.0661,5.8662,-10.7483,-9.5997,constant_velocity,0,1,32.1638
200042,OT,135,19.9755,-0.0682,5.9462,-10.9090,-9.7187,constant_velocity,0,1,32.3571
200042,OT,136,19.9811,-0.0699,6.0262,-11.0697,-9.8376,constant_velocity,0,0,32.5508
200042,OT,137,19.9868,-0.0712,6.1062,-11.2304,-9.9565,constant_velocity,0,0,32.7449
200042,OT,138,19.9925,-0.0720,6.1862,-11.3911,-10.0753,constant_velocity,0,0,32.9393
200042,OT,139,19.9983,-0.0723,6.2662,-11.5517,-10.1941,constant_velocity,0,0,33.1339
200042,OT,140,20.0041,-0.0722,6.3462,-11.7123,-10.3130,constant_velocity,0,0,33.3287
200042,OT,141,20.0099,-0.0716,6.4262,-11.8728,-10.4318,constant_velocity,0,0,33.5238
200042,OT,142,20.0156,-0.0705,6.5062,-12.0333,-10.5507,constant_velocity,0,0,33.7189
200042,OT,143,20.0212,-0.0690,6.5862,-12.1937,-10.6696,constant_velocity,0,0,33.9142
200042,OT,144,20.0267,-0.0671,6.6662,-12.3540,-10.7887,constant_velocity,0,1,34.1096
200042,OT,145,20.0320,-0.0647,6.7462,-12.5144,-10.9078,turn_left,0,0,34.3051
200042,OT,146,20.0370,-0.0619,6.8262,-12.6711,-11.0319,decelerating,0,1,34.4988
200042,OT,147,20.0419,-0.0587,6.9062,-12.8277,-11.1561,decelerating,0,0,34.6924
200042,OT,148,20.0464,-0.0551,6.9862,-12.9840,-11.2809,decelerating,0,1,34.8859
200042,OT,149,20.0507,-0.0512,7.0662,-13.1397,-11.4064,decelerating,0,1,35.0791
200042,OT_SH,0,0.0000,0.0000,0.0000,3.4292,0.4012,constant_velocity,0,0,3.4526
200042,OT_SH,1,0.0000,0.0000,0.0000,3.4207,0.4007,constant_velocity,0,0,3.4441
200042,OT_SH,2,0.0000,0.0000,0.0000,3.4122,0.4002,constant_velocity,0,0,3.4356
200042,OT_SH,3,0.0000,0.0000,0.0000,3.4038,0.3997,constant_velocity,0,0,3.4272
200042,OT_SH,4,0.0000,0.0000,0.0000,3.3954,0.3992,constant_velocity,0,0,3.4188
200042,OT_SH,5,0.1648,-0.0068,-0.0799,3.3871,0.3986,constant_velocity,0,0,3.2477
200042,OT_SH,6,0.1648,-0.0068,-0.0799,3.3788,0.3979,turn_right,0,0,3.2394
200042,OT_SH,7,0.3582,-0.0233,-0.0898,3.3706,0.3975,turn_right,0,0,3.0417
200042,OT_SH,8,0.5793,-0.0523,-0.1698,3.3623,0.3972,turn_right,0,0,2.8191
200042,OT_SH,9,0.8290,-0.0936,-0.1576,3.3540,0.3973,turn_right,0,0,2.5722
200042,OT_SH,10,1.1065,-0.1493,-0.2376,3.3456,0.3975,turn_right,0,0,2.3049
200042,OT_SH,11,1.1065,-0.1493,-0.2376,3.3373,0.3980,turn_right,0,0,2.2969
200042,OT_SH,12,1.1065,-0.1493,-0.2376,3.3290,0.3988,turn_right,0,0,2.2891
200042,OT_SH,13,1.4123,-0.2164,-0.1951,3.3209,0.3999,turn_right,0,0,2.0056
200042,OT_SH,14,1.7459,-0.2966,-0.2751,3.3127,0.4013,constant_velocity,0,0,1.7152
200042,OT_SH,15,1.7459,-0.2966,-0.2751,3.3044,0.4026,constant_velocity,0,0,1.7082
200042,OT_SH,16,1.7459,-0.2966,-0.2751,3.2961,0.4040,decelerating,0,0,1.7012
200042,OT_SH,17,1.7459,-0.2966,-0.2751,3.2878,0.4054,decelerating,0,0,1.6942
200042,OT_SH,18,2.1070,-0.3902,-0.2330,3.2744,0.4018,decelerating,0,0,1.4107
200042,OT_SH,19,2.4950,-0.4991,-0.3130,3.2559,0.3933,decelerating,0,0,1.1727
200042,OT_SH,20,2.9106,-0.6210,-0.2583,3.2324,0.3797,decelerating,0,0,1.0512
200042,OT_SH,21,3.3626,-0.7210,-0.1783,3.2039,0.3612,constant_velocity,0,0,1.0938
200042,OT_SH,22,3.8509,-0.7888,-0.0984,3.1706,0.3377,decelerating,0,0,1.3159
200042,OT_SH,23,4.3730,-0.8191,-0.0184,3.1373,0.3140,decelerating,0,0,1.6766
200042,OT_SH,24,4.9259,-0.8069,0.0616,3.0991,0.2854,turn_right,0,0,2.1284
200042,OT_SH,25,5.5087,-0.7945,-0.0184,3.0548,0.2531,turn_right,0,1,2.6681
200042,OT_SH,26,6.1215,-0.7811,0.0616,3.0095,0.2222,turn_right,0,0,3.2697
200042,OT_SH,27,6.7643,-0.7673,-0.0184,2.9633,0.1926,turn_right,0,0,3.9204
200042,OT_SH,28,7.4370,-0.7526,0.0616,2.9161,0.1644,turn_right,0,0,4.6130
200042,OT_SH,29,8.1398,-0.7375,-0.0180,2.8680,0.1377,decelerating,0,0,5.3439
200042,OT_SH,30,8.8725,-0.7212,0.0620,2.8199,0.1111,constant_velocity,0,0,6.1096
200042,OT_SH,31,9.6353,-0.7046,-0.0180,2.7666,0.0796,constant_velocity,0,0,6.9133
200042,OT_SH,32,10.4280,-0.6870,0.0620,2.7134,0.0481,constant_velocity,0,0,7.7495
200042,OT_SH,33,11.2507,-0.6690,-0.0178,2.6602,0.0168,constant_velocity,0,0,8.6178
200042,OT_SH,34,12.1033,-0.6499,0.0622,2.6071,-0.0147,constant_velocity,0,0,9.5175
200042,OT_SH,35,12.9860,-0.6305,-0.0178,2.5538,-0.0461,constant_velocity,0,0,10.4485
200042,OT_SH,36,13.8587,-0.6114,0.0622,2.5005,-0.0775,decelerating,0,1,11.3707
200042,OT_SH,37,14.6813,-0.5873,-0.0043,2.4472,-0.1089,decelerating,0,0,12.2434
200042,OT_SH,38,15.4537,-0.5601,0.0757,2.3889,-0.1452,decelerating,0,1,13.0714
200042,OT_SH,39,16.1731,-0.4876,0.1257,2.3255,-0.1864,decelerating,0,0,13.8509
200042,OT_SH,40,16.8392,-0.3911,0.1626,2.2570,-0.2328,decelerating,0,0,14.5831
200042,OT_SH,41,17.4495,-0.2660,0.2425,2.1835,-0.2844,decelerating,0,0,15.2660
200042,OT_SH,42,18.0107,-0.1505,0.1625,2.1050,-0.3411,constant_velocity,0,0,15.9069
200042,OT_SH,43,18.5297,-0.0862,0.0825,2.0215,-0.4026,decelerating,0,0,16.5113
200042,OT_SH,44,19.0023,-0.0658,0.0025,1.9380,-0.4640,decelerating,0,0,17.0689
200042,OT_SH,45,19.4250,-0.0813,-0.0775,1.8496,-0.5305,decelerating,0,0,17.5811
200042,OT_SH,46,19.7978,-0.0956,0.0025,1.7562,-0.6021,turn_right,0,0,18.0487
200042,OT_SH,47,20.1206,-0.0822,0.0825,1.6556,-0.6758,turn_left,0,0,18.4745
200042,OT_SH,48,20.3916,-0.0492,0.1625,1.5573,-0.7525,constant_velocity,0,0,18.8475
200042,OT_SH,49,20.6102,-0.0046,0.2425,1.4588,-0.8294,constant_velocity,0,0,19.1692
200042,OT_SH,50,20.7765,0.0433,0.3225,1.3603,-0.9064,constant_velocity,0,0,19.4395
200042,OT_SH,51,20.8918,0.0867,0.4025,1.2618,-0.9833,decelerating,0,1,19.6591
200042,OT_SH,52,20.9585,0.1167,0.4486,1.1634,-1.0603,decelerating,0,1,19.8300
200042,OT_SH,53,20.9796,0.1262,0.3686,1.0601,-1.1423,decelerating,0,0,19.9598
200042,OT_SH,54,20.9541,0.1179,0.2886,0.9519,-1.2294,decelerating,0,0,20.0475
200042,OT_SH,55,20.8795,0.0993,0.2086,0.8386,-1.3216,decelerating,0,0,20.0913
200042,OT_SH,56,20.7545,0.0783,0.1286,0.7204,-1.4190,decelerating,0,0,20.0900
200042,OT_SH,57,20.5984,0.0599,0.1066,0.5972,-1.5213,constant_velocity,0,0,20.0635
200042,OT_SH,58,20.4519,0.0422,0.1352,0.4691,-1.6286,constant_velocity,0,0,20.0526
200042,OT_SH,59,20.3362,0.0219,0.2152,0.3409,-1.7361,constant_velocity,0,0,20.0724
200042,OT_SH,60,20.2509,-0.0001,0.2952,0.2127,-1.8436,constant_velocity,0,0,20.1228
200042,OT_SH,61,20.1913,-0.0207,0.3752,0.0845,-1.9511,constant_velocity,0,0,20.1993
200042,OT_SH,62,20.1503,-0.0387,0.4552,-0.0437,-2.0584,constant_velocity,0,0,20.2948
200042,OT_SH,63,20.1226,-0.0536,0.5352,-0.1721,-2.1657,constant_velocity,0,0,20.4043
200042,OT_SH,64,20.1050,-0.0649,0.6152,-0.3005,-2.2730,constant_velocity,0,0,20.5246
200042,OT_SH,65,20.0946,-0.0729,0.6952,-0.4290,-2.3803,turn_left,0,0,20.6529
200042,OT_SH,66,20.0893,-0.0776,0.7752,-0.5542,-2.4915,turn_left,0,0,20.7842
200042,OT_SH,67,20.0875,-0.0794,0.8552,-0.6761,-2.6064,turn_left,0,0,20.9168
200042,OT_SH,68,20.0880,-0.0788,0.9352,-0.7944,-2.7250,turn_left,0,0,21.0495
200042,OT_SH,69,20.0899,-0.0760,1.0152,-0.9091,-2.8470,constant_velocity,0,1,21.1811
200042,OT_SH,70,20.0925,-0.0715,1.0952,-1.0238,-2.9691,constant_velocity,0,1,21.3141
200042,OT_SH,71,20.0952,-0.0655,1.1752,-1.1386,-3.0913,constant_velocity,0,0,21.4483
200042,OT_SH,72,20.0978,-0.0585,1.2552,-1.2536,-3.2136,constant_velocity,0,0,21.5833
200042,OT_SH,73,20.1000,-0.0506,1.3352,-1.3687,-3.3359,constant_velocity,0,0,21.7187
200042,OT_SH,74,20.1017,-0.0422,1.4152,-1.4839,-3.4580,constant_velocity,0,0,21.8542
200042,OT_SH,75,20.1027,-0.0334,1.4952,-1.5992,-3.5800,constant_velocity,0,0,21.9898
200042,OT_SH,76,20.1031,-0.0244,1.5752,-1.7144,-3.7021,constant_velocity,0,0,22.1252
200042,OT_SH,77,20.1027,-0.0154,1.6552,-1.8296,-3.8241,constant_velocity,0,1,22.2605
200042,OT_SH,78,20.1015,-0.0064,1.7352,-1.9447,-3.9463,turn_right,0,1,22.3956
200042,OT_SH,79,20.0997,0.0024,1.8152,-2.0636,-4.0649,turn_right,0,1,22.5334
200042,OT_SH,80,20.0972,0.0109,1.8952,-2.1859,-4.1800,turn_right,0,1,22.6738
200042,OT_SH,81,20.0941,0.0191,1.9752,-2.3117,-4.2915,turn_right,0,1,22.8167
200042,OT_SH,82,20.0904,0.0268,2.0552,-2.4408,-4.3991,turn_right,0,1,22.9618
200042,OT_SH,83,20.0862,0.0342,2.1352,-2.5730,-4.5029,turn_right,0,0,23.1090
200042,OT_SH,84,20.0814,0.0410,2.2152,-2.7082,-4.6026,turn_right,0,0,23.2580
200042,OT_SH,85,20.0763,0.0473,2.2952,-2.8463,-4.6983,turn_right,0,0,23.4087
200042,OT_SH,86,20.0707,0.0531,2.3752,-2.9873,-4.7897,turn_right,0,0,23.5611
200042,OT_SH,87,20.0648,0.0584,2.4552,-3.1309,-4.8770,turn_right,0,0,23.7150
200042,OT_SH,88,20.0587,0.0630,2.5352,-3.2770,-4.9599,turn_right,0,0,23.8701
200042,OT_SH,89,20.0522,0.0671,2.6152,-3.4254,-5.0385,turn_right,0,0,24.0264
200042,OT_SH,90,20.0456,0.0706,2.6952,-3.5762,-5.1126,turn_right,0,0,24.1838
200042,OT_SH,91,20.0388,0.0735,2.7752,-3.7293,-5.1824,constant_velocity,0,0,24.3423
200042,OT_SH,92,20.0319,0.0759,2.8552,-3.8825,-5.2521,decelerating,0,1,24.5008
200042,OT_SH,93,20.0250,0.0776,2.9352,-4.0358,-5.3217,decelerating,0,1,24.6591
200042,OT_SH,94,20.0180,0.0788,3.0152,-4.1940,-5.3964,decelerating,0,0,24.8233
200042,OT_SH,95,20.0111,0.0794,3.0952,-4.3570,-5.4761,decelerating,0,0,24.9933
200042,OT_SH,96,20.0042,0.0794,3.1752,-4.5249,-5.5610,turn_left,0,0,25.1693
200042,OT_SH,97,19.9974,0.0789,3.2552,-4.6953,-5.6560,turn_left,0,0,25.3499
200042,OT_SH,98,19.9908,0.0779,3.3352,-4.8628,-5.7560,turn_left,0,0,25.5291
200042,OT_SH,99,19.9843,0.0764,3.4152,-5.0272,-5.8612,turn_left,0,0,25.7066
200042,OT_SH,100,19.9780,0.0743,3.4952,-5.1885,-5.9713,turn_left,0,0,25.8825
200042,OT_SH,101,19.9720,0.0718,3.5752,-5.3462,-6.0863,turn_left,0,0,26.0563
200042,OT_SH,102,19.9662,0.0689,3.6552,-5.5003,-6.2061,turn_left,0,0,26.2282
200042,OT_SH,103,19.9607,0.0655,3.7352,-5.6508,-6.3303,turn_left,0,0,26.3980
200042,OT_SH,104,19.9556,0.0617,3.8152,-5.7974,-6.4589,turn_left,0,0,26.5657
200042,OT_SH,105,19.9508,0.0576,3.8952,-5.9402,-6.5918,turn_left,0,0,26.7312
200042,OT_SH,106,19.9464,0.0531,3.9752,-6.0787,-6.7290,turn_right,0,1,26.8943
200042,OT_SH,107,19.9424,0.0483,4.0552,-6.2212,-6.8618,turn_right,0,1,27.0607
200042,OT_SH,108,19.9388,0.0432,4.1352,-6.3676,-6.9902,turn_right,0,1,27.2304
200042,OT_SH,109,19.9356,0.0379,4.2152,-6.5176,-7.1141,turn_right,0,0,27.4031
200042,OT_SH,110,19.9329,0.0324,4.2952,-6.6713,-7.2335,turn_right,0,1,27.5786
200042,OT_SH,111,19.9307,0.0267,4.3752,-6.8285,-7.3482,turn_right,0,1,27.7568
200042,OT_SH,112,19.9289,0.0209,4.4552,-6.9890,-7.4582,turn_right,0,0,27.9376
200042,OT_SH,113,19.9276,0.0149,4.5352,-7.1528,-7.5634,turn_right,0,0,28.1208
200042,OT_SH,114,19.9267,0.0090,4.6152,-7.3198,-7.6637,turn_right,0,1,28.3062
200042,OT_SH,115,19.9264,0.0029,4.6952,-7.4897,-7.7587,turn_right,0,0,28.4936
200042,OT_SH,116,19.9265,-0.0031,4.7752,-7.6623,-7.8486,turn_right,0,0,28.6827
200042,OT_SH,117,19.9271,-0.0090,4.8552,-7.8375,-7.9333,turn_right,0,0,28.8734
200042,OT_SH,118,19.9282,-0.0149,4.9352,-8.0150,-8.0127,turn_right,0,0,29.0653
200042,OT_SH,119,19.9298,-0.0206,5.0152,-8.1949,-8.0867,turn_left,0,0,29.2585
200042,OT_SH,120,19.9318,-0.0262,5.0952,-8.3726,-8.1660,turn_left,0,0,29.4516
200042,OT_SH,121,19.9342,-0.0316,5.1752,-8.5479,-8.2506,turn_left,0,0,29.6442
200042,OT_SH,122,19.9371,-0.0368,5.2552,-8.7205,-8.3403,turn_left,0,0,29.8362
200042,OT_SH,123,19.9403,-0.0417,5.3352,-8.8903,-8.4352,decelerating,0,0,30.0275
200042,OT_SH,124,19.9439,-0.0464,5.4152,-9.0599,-8.5300,decelerating,0,1,30.2191
200042,OT_SH,125,19.9479,-0.0507,5.4952,-9.2335,-8.6294,decelerating,0,0,30.4162
200042,OT_SH,126,19.9522,-0.0547,5.5752,-9.4061,-8.7304,decelerating,0,0,30.6134
200042,OT_SH,127,19.9568,-0.0583,5.6552,-9.5779,-8.8329,decelerating,0,0,30.8106
200042,OT_SH,128,19.9617,-0.0616,5.7352,-9.7487,-8.9369,decelerating,0,0,31.0078
200042,OT_SH,129,19.9668,-0.0644,5.8152,-9.9187,-9.0423,decelerating,0,0,31.2049
200042,OT_SH,130,19.9721,-0.0668,5.8952,-10.0879,-9.1491,decelerating,0,0,31.4020
200042,OT_SH,131,19.9776,-0.0688,5.9752,-10.2561,-9.2571,constant_velocity,0,0,31.5991
200042,OT_SH,132,19.9832,-0.0704,6.0552,-10.4236,-9.3664,turn_left,0,0,31.7960
200042,OT_SH,133,19.9889,-0.0715,6.1352,-10.5877,-9.4806,turn_left,0,0,31.9916
200042,OT_SH,134,19.9947,-0.0721,6.2152,-10.7483,-9.5997,constant_velocity,0,1,32.1855
200042,OT_SH,135,20.0005,-0.0723,6.2952,-10.9090,-9.7187,constant_velocity,0,0,32.3798
200042,OT_SH,136,20.0063,-0.0719,6.3752,-11.0697,-9.8376,constant_velocity,0,0,32.5743
200042,OT_SH,137,20.0120,-0.0712,6.4552,-11.2304,-9.9565,constant_velocity,0,0,32.7690
200042,OT_SH,138,20.0177,-0.0700,6.5352,-11.3911,-10.0753,constant_velocity,0,0,32.9639
200042,OT_SH,139,20.0233,-0.0683,6.6152,-11.5517,-10.1941,constant_velocity,0,1,33.1588
200042,OT_SH,140,20.0286,-0.0662,6.6952,-11.7123,-10.3130,constant_velocity,0,0,33.3539
200042,OT_SH,141,20.0338,-0.0637,6.7752,-11.8728,-10.4318,constant_velocity,0,0,33.5490
200042,OT_SH,142,20.0388,-0.0607,6.8552,-12.0333,-10.5507,constant_velocity,0,0,33.7440
200042,OT_SH,143,20.0436,-0.0574,6.9352,-12.1937,-10.6696,constant_velocity,0,0,33.9390
200042,OT_SH,144,20.0480,-0.0537,7.0152,-12.3540,-10.7887,constant_velocity,0,0,34.1340
200042,OT_SH,145,20.0522,-0.0497,7.0952,-12.5144,-10.9078,turn_left,0,0,34.3290
200042,OT_SH,146,20.0560,-0.0454,7.1752,-12.6711,-11.0319,decelerating,0,1,34.5219
200042,OT_SH,147,20.0594,-0.0407,7.2552,-12.8277,-11.1561,decelerating,0,0,34.7148
200042,OT_SH,148,20.0625,-0.0358,7.3352,-12.9840,-11.2809,decelerating,0,0,34.9073
200042,OT_SH,149,20.0651,-0.0307,7.4152,-13.1397,-11.4064,decelerating,0,1,35.0994
200117,Base,0,0.0000,0.0000,0.0000,3.3456,0.3553,constant_velocity,0,0,3.3644
200117,Base,1,0.1648,-0.0068,-0.0800,3.3424,0.3632,turn_right,0,1,3.1991
200117,Base,2,0.1648,-0.0068,-0.0800,3.3395,0.3712,turn_right,0,1,3.1971
200117,Base,3,0.1648,-0.0068,-0.0800,3.3367,0.3796,turn_right,0,0,3.1954
200117,Base,4,0.1648,-0.0068,-0.0800,3.3342,0.3881,turn_right,0,0,3.1939
200117,Base,5,0.1648,-0.0068,-0.0800,3.3321,0.3968,turn_right,0,0,3.1929
200117,Base,6,0.3593,-0.0197,-0.0527,3.3302,0.4054,turn_right,0,0,3.0011
200117,Base,7,0.5833,-0.0407,-0.1327,3.3286,0.4141,turn_right,0,0,2.7827
200117,Base,8,0.8363,-0.0723,-0.1164,3.3273,0.4230,turn_right,0,0,2.5398
200117,Base,9,1.1177,-0.1169,-0.1964,3.3264,0.4321,turn_right,0,0,2.2759
200117,Base,10,1.1177,-0.1169,-0.1964,3.3256,0.4410,turn_right,0,0,2.2773
200117,Base,11,1.4278,-0.1718,-0.1546,3.3250,0.4500,turn_right,0,0,1.9965
200117,Base,12,1.7661,-0.2386,-0.2346,3.3245,0.4590,turn_right,0,0,1.7075
200117,Base,13,1.7661,-0.2386,-0.2346,3.3243,0.4681,turn_right,0,0,1.7110
200117,Base,14,1.7661,-0.2386,-0.2346,3.3242,0.4771,turn_right,0,0,1.7147
200117,Base,15,1.7661,-0.2386,-0.2346,3.3244,0.4861,turn_right,0,0,1.7186
200117,Base,16,2.1326,-0.3180,-0.1925,3.3249,0.4951,turn_left,0,0,1.4432
200117,Base,17,2.5265,-0.4114,-0.2725,3.3251,0.5041,turn_right,0,0,1.2149
200117,Base,18,2.9497,-0.5114,-0.1925,3.3255,0.5131,turn_right,0,0,1.0912
200117,Base,19,3.4091,-0.5820,-0.1132,3.3263,0.5218,turn_right,0,0,1.1069
200117,Base,20,3.9026,-0.6180,-0.0332,3.3275,0.5305,turn_right,0,0,1.2844
200117,Base,21,4.4271,-0.6408,-0.0534,3.3291,0.5391,decelerating,0,0,1.6117
200117,Base,22,4.9818,-0.6480,0.0266,3.3307,0.5477,turn_left,0,0,2.0387
200117,Base,23,5.5665,-0.6560,-0.0531,3.3272,0.5512,turn_left,0,1,2.5440
200117,Base,24,6.1812,-0.6639,0.0269,3.3238,0.5545,turn_left,0,0,3.1063
200117,Base,25,6.8258,-0.6725,-0.0529,3.3203,0.5576,turn_left,0,0,3.7151
200117,Base,26,7.5004,-0.6810,0.0271,3.3167,0.5605,decelerating,0,0,4.3640
200117,Base,27,8.2050,-0.6902,-0.0529,3.3131,0.5634,decelerating,0,1,5.0500
200117,Base,28,8.9396,-0.6995,0.0271,3.3043,0.5613,turn_right,0,0,5.7746
200117,Base,29,9.7042,-0.7095,-0.0528,3.2905,0.5546,turn_right,0,0,6.5371
200117,Base,30,10.4987,-0.7195,0.0272,3.2764,0.5481,turn_right,0,0,7.3327
200117,Base,31,11.3235,-0.7214,-0.0316,3.2622,0.5421,constant_velocity,0,0,8.1597
200117,Base,32,12.1780,-0.7140,0.0484,3.2480,0.5361,constant_velocity,0,1,9.0171
200117,Base,33,13.0626,-0.7067,-0.0316,3.2339,0.5302,turn_left,0,0,9.9062
200117,Base,34,13.9372,-0.6997,0.0484,3.2199,0.5240,turn_left,0,0,10.7869
200117,Base,35,14.7592,-0.6331,0.1138,3.2060,0.5172,turn_left,0,0,11.6103
200117,Base,36,15.5317,-0.5756,0.0339,3.1921,0.5099,constant_velocity,0,1,12.3872
200117,Base,37,16.2548,-0.5281,0.0981,3.1781,0.5026,turn_left,0,0,13.1172
200117,Base,38,16.9235,-0.4384,0.1692,3.1642,0.4948,turn_left,0,0,13.7909
200117,Base,39,17.5347,-0.3090,0.2492,3.1504,0.4867,turn_left,0,0,14.4062
200117,Base,40,18.0856,-0.1455,0.3291,3.1369,0.4781,turn_left,0,0,14.9617
200117,Base,41,18.5884,0.0044,0.2491,3.1235,0.4692,turn_left,0,0,15.4719
200117,Base,42,19.0527,0.1033,0.1691,3.1103,0.4599,turn_left,0,0,15.9464
200117,Base,43,19.4739,0.1583,0.0891,3.0975,0.4503,turn_left,0,0,16.3789
200117,Base,44,19.8482,0.1770,0.0091,3.0851,0.4402,turn_left,0,0,16.7652
200117,Base,45,20.1728,0.1673,-0.0709,3.0729,0.4298,turn_left,0,0,17.1019
200117,Base,46,20.4459,0.1372,-0.1509,3.0611,0.4189,turn_left,0,0,17.3871
200117,Base,47,20.6667,0.0949,-0.2309,3.0495,0.4076,turn_left,0,1,17.6199
200117,Base,48,20.8352,0.0484,-0.3109,3.0384,0.3960,turn_left,0,0,17.8002
200117,Base,49,20.9526,0.0058,-0.3909,3.0277,0.3842,decelerating,0,0,17.9288
200117,Base,50,21.0222,-0.0217,-0.3567,3.0171,0.3724,decelerating,0,0,18.0095
200117,Base,51,21.0457,-0.0297,-0.2767,3.0015,0.3556,constant_velocity,0,1,18.0484
200117,Base,52,21.0212,-0.0242,-0.1967,2.9810,0.3338,decelerating,0,1,18.0437
200117,Base,53,20.9470,-0.0128,-0.1167,2.9606,0.3118,decelerating,0,0,17.9893
200117,Base,54,20.8222,-0.0035,-0.0367,2.9352,0.2848,decelerating,0,1,17.8894
200117,Base,55,20.6603,-0.0001,-0.0062,2.9047,0.2526,decelerating,0,1,17.7574
200117,Base,56,20.5015,0.0015,-0.0142,2.8692,0.2154,decelerating,0,0,17.6336
200117,Base,57,20.3729,0.0082,-0.0934,2.8289,0.1731,decelerating,0,1,17.5448
200117,Base,58,20.2749,0.0211,-0.1734,2.7837,0.1258,decelerating,0,0,17.4916
200117,Base,59,20.2055,0.0360,-0.2534,2.7336,0.0736,decelerating,0,1,17.4720
200117,Base,60,20.1577,0.0503,-0.3334,2.6785,0.0164,decelerating,0,1,17.4792
200117,Base,61,20.1248,0.0631,-0.4134,2.6184,-0.0458,decelerating,0,1,17.5067
200117,Base,62,20.1032,0.0736,-0.4934,2.5533,-0.1129,decelerating,0,1,17.5509
200117,Base,63,20.0900,0.0813,-0.5734,2.4832,-0.1851,decelerating,0,0,17.6088
200117,Base,64,20.0828,0.0863,-0.6534,2.4082,-0.2624,turn_left,0,0,17.6781
200117,Base,65,20.0799,0.0887,-0.7334,2.3306,-0.3471,turn_left,0,0,17.7546
200117,Base,66,20.0799,0.0887,-0.8134,2.2556,-0.4340,turn_left,0,0,17.8319
200117,Base,67,20.0817,0.0866,-0.8934,2.1835,-0.5230,turn_left,0,0,17.9086
200117,Base,68,20.0845,0.0828,-0.9734,2.1140,-0.6141,turn_left,0,0,17.9840
200117,Base,69,20.0878,0.0774,-1.0534,2.0473,-0.7072,turn_left,0,0,18.0576
200117,Base,70,20.0912,0.0709,-1.1334,1.9833,-0.8023,turn_left,0,0,18.1289
200117,Base,71,20.0943,0.0635,-1.2134,1.9222,-0.8994,turn_left,0,0,18.1976
200117,Base,72,20.0970,0.0553,-1.2934,1.8640,-0.9983,turn_left,0,0,18.2634
200117,Base,73,20.0991,0.0467,-1.3734,1.8088,-1.0989,constant_velocity,0,0,18.3261
200117,Base,74,20.1005,0.0377,-1.4534,1.7535,-1.1994,constant_velocity,0,0,18.3887
200117,Base,75,20.1012,0.0286,-1.5334,1.6981,-1.2999,constant_velocity,0,1,18.4510
200117,Base,76,20.1012,0.0195,-1.6134,1.6426,-1.4003,constant_velocity,0,0,18.5131
200117,Base,77,20.1004,0.0105,-1.6934,1.5871,-1.5008,constant_velocity,0,1,18.5750
200117,Base,78,20.0990,0.0016,-1.7734,1.5314,-1.6013,constant_velocity,0,1,18.6366
200117,Base,79,20.0969,-0.0070,-1.8534,1.4758,-1.7018,constant_velocity,0,1,18.6980
200117,Base,80,20.0941,-0.0153,-1.9334,1.4202,-1.8024,constant_velocity,0,1,18.7592
200117,Base,81,20.0907,-0.0231,-2.0134,1.3645,-1.9030,turn_right,0,1,18.8204
200117,Base,82,20.0868,-0.0306,-2.0934,1.3059,-2.0022,turn_right,0,1,18.8842
200117,Base,83,20.0824,-0.0376,-2.1734,1.2443,-2.0996,turn_right,0,1,18.9506
200117,Base,84,20.0776,-0.0441,-2.2534,1.1799,-2.1952,turn_right,0,0,19.0197
200117,Base,85,20.0723,-0.0501,-2.3334,1.1125,-2.2888,turn_right,0,0,19.0915
200117,Base,86,20.0667,-0.0555,-2.4134,1.0423,-2.3804,turn_left,0,0,19.1659
200117,Base,87,20.0607,-0.0604,-2.4934,0.9748,-2.4741,turn_left,0,0,19.2379
200117,Base,88,20.0545,-0.0647,-2.5734,0.9101,-2.5698,turn_left,0,0,19.3076
200117,Base,89,20.0481,-0.0685,-2.6534,0.8483,-2.6674,constant_velocity,0,0,19.3748
200117,Base,90,20.0415,-0.0717,-2.7334,0.7866,-2.7651,constant_velocity,0,0,19.4423
200117,Base,91,20.0347,-0.0743,-2.8134,0.7248,-2.8628,turn_left,0,0,19.5102
200117,Base,92,20.0279,-0.0763,-2.8934,0.6659,-2.9623,turn_left,0,0,19.5759
