environment,variant,seed,collision,missed_mode_rate,progress,min_clearance,mean_solve_ms,p99_solve_ms
Intersection,OT,160019,0,0.2400,18.0679,2.2482,1.6923,9.0082
Intersection,OT,160020,0,0.1600,18.0646,3.2662,1.4685,4.8029
Intersection,OT,160021,0,0.3000,18.0651,2.6650,1.3984,3.3229
Intersection,OT,160022,0,0.2533,18.0585,3.2890,1.4716,6.6890
Intersection,OT,160023,0,0.2133,18.0625,2.3569,1.4422,4.1662
Intersection,OT,160024,0,0.2600,18.0584,2.7424,1.4472,4.9883
Intersection,OT,160025,0,0.2267,18.0634,3.2831,1.7604,8.5608
Intersection,OT,160026,0,0.2400,18.0638,3.3731,1.4219,3.3061
Intersection,OT,160027,0,0.2733,18.0700,2.5231,1.3858,4.8382
Intersection,OT,160028,0,0.1333,18.0653,2.9822,1.3912,6.6781
Intersection,OT,160029,0,0.1533,18.0626,2.3018,1.4881,6.9814
Intersection,OT,160030,0,0.2400,18.0658,3.0874,1.6036,8.5997
Intersection,OT,160031,0,0.2333,18.0644,3.3515,1.4806,5.3644
Intersection,OT,160032,0,0.2133,18.0647,2.7704,1.4057,6.2533
Intersection,OT,160033,0,0.1333,18.0627,2.6524,1.1148,4.6965
Intersection,OT,160034,0,0.2467,18.0641,3.2430,1.7735,8.7889
Intersection,OT,160035,0,0.2667,18.0588,2.5635,1.3969,4.6631
Intersection,OT,160036,0,0.2333,18.0587,2.5416,1.4134,3.9307
Intersection,OT,160037,0,0.1933,18.0582,2.8744,1.3596,4.3519
Intersection,OT,160038,0,0.2400,18.0636,3.1153,1.3814,5.3453
Intersection,OT,160039,0,0.2267,18.0638,3.0659,1.4927,4.2771
Intersection,OT,160040,0,0.1800,18.0633,2.3334,1.6686,4.9393
Intersection,OT,160041,0,0.2200,18.0638,2.5744,1.5288,5.2155
Intersection,OT,160042,0,0.1667,18.0598,3.1436,1.4781,6.6495
Intersection,OT,160043,0,0.2800,18.0646,2.6094,1.3780,5.7717
Intersection,OT,160044,0,0.2067,18.0640,2.8853,1.4379,3.8205
Intersection,OT,160045,0,0.2067,18.0641,2.6817,1.4559,4.1521
Intersection,OT,160046,0,0.2400,18.0640,2.8643,1.5764,3.6811
Intersection,OT,160047,0,0.2400,18.0647,2.9328,1.5124,9.0085
Intersection,OT,160048,0,0.1533,18.0635,3.1856,1.1992,4.4294
Intersection,OT,160049,0,0.2600,18.0642,2.8385,1.3270,6.3361
Intersection,OT,160050,0,0.2067,18.0654,3.3935,1.3770,6.2514
Intersection,OT,160051,0,0.2267,18.0647,2.6524,1.2052,3.9857
Intersection,OT,160052,0,0.2067,18.0641,3.1193,1.3044,3.4275
Intersection,OT,160053,0,0.1933,18.0678,2.9176,1.7265,7.4837
Intersection,OT,160054,0,0.2600,18.0659,2.5313,1.7127,8.9400
Intersection,OT,160055,0,0.2133,18.0580,3.2384,1.2577,5.0389
Intersection,OT,160056,0,0.2400,18.0631,2.9706,1.3818,5.5840
Intersection,OT,160057,0,0.2333,18.0585,2.6904,1.4158,4.7485
Intersection,OT,160058,0,0.2000,18.0638,2.2551,1.3891,3.4914
Intersection,OT,160059,0,0.1800,18.0643,3.2616,1.6233,3.6937
Intersection,OT,160060,0,0.2533,18.0638,3.3389,1.4237,4.9177
Intersection,OT,160061,0,0.2400,18.0641,2.7457,1.7098,8.7029
Intersection,OT,160062,0,0.2267,18.0641,2.9344,1.6189,7.8872
Intersection,OT,160063,0,0.1867,18.0643,2.8468,1.9799,8.8531
Intersection,OT,160064,0,0.1600,18.0631,2.9911,1.5887,6.0359
Intersection,OT,160065,0,0.2067,18.0585,3.0684,2.3628,9.9264
Intersection,OT,160066,0,0.1667,18.0642,3.0432,1.3606,8.1097
Intersection,OT,160067,0,0.2133,18.0641,2.7276,1.5710,8.6351
Intersection,OT,160068,0,0.1333,18.0645,3.2622,1.4637,6.0524
Intersection,OT,160069,0,0.2267,18.0664,2.6035,1.4712,5.2170
Intersection,OT,160070,0,0.2333,18.0645,2.9236,1.5816,5.3865
Intersection,OT,160071,0,0.2800,18.0682,2.6786,1.4783,6.1821
Intersection,OT,160072,0,0.1867,18.0650,2.4257,1.2652,5.0598
Intersection,OT,160073,0,0.2667,18.0631,3.0343,1.8354,9.5195
Intersection,OT,160074,0,0.1800,18.0675,2.9594,1.6267,6.1743
Intersection,OT,160075,0,0.2733,18.0649,2.5969,1.5543,6.3583
Intersection,OT,160076,0,0.2000,18.0646,3.3678,1.4942,3.3445
Intersection,OT,160077,0,0.2200,18.0638,3.1711,1.3534,6.8084
Intersection,OT,160078,0,0.2533,18.0666,2.2053,1.5581,5.3291
Intersection,OT,160079,0,0.2667,18.0644,2.6089,1.4232,4.3035
Intersection,OT,160080,0,0.1400,18.0586,3.3132,1.5731,6.7762
Intersection,OT,160081,0,0.2600,18.0649,2.8676,1.3294,3.5539
Intersection,OT,160082,0,0.2467,18.0595,3.3337,1.4469,6.7614
Intersection,OT,160083,0,0.1867,18.0641,2.9740,1.5110,3.7900
Intersection,OT,160084,0,0.3133,18.0693,2.7249,1.3512,6.2195
Intersection,OT,160085,0,0.2600,18.0661,2.6285,1.6330,9.5663
Intersection,OT,160086,0,0.1467,18.0625,2.4492,1.5722,7.1566
Intersection,OT,160087,0,0.1800,18.0591,2.9520,1.1775,3.4776
Intersection,OT,160088,0,0.2867,18.0628,2.6971,1.4019,8.6946
Intersection,OT,160089,0,0.2400,18.0625,3.1411,1.7474,8.5639
Intersection,OT,160090,0,0.1800,18.0638,3.1306,1.3028,3.7907
Intersection,OT,160091,0,0.2733,18.0642,2.7128,1.2584,3.5389
Intersection,OT,160092,0,0.2800,18.0632,2.7835,1.4474,4.6269
Intersection,OT,160093,0,0.1667,18.0646,3.2342,1.5940,5.2109
Intersection,OT,160094,0,0.1800,18.0668,2.7009,1.4197,4.6429
Intersection,OT,160095,0,0.2800,18.0577,3.0175,1.2205,3.5569
Intersection,OT,160096,0,0.2533,18.0649,3.0023,1.4713,4.5919
Intersection,OT,160097,0,0.1400,18.0594,2.8325,1.4699,3.9960
Intersection,OT,160098,0,0.2200,18.0578,3.4315,1.4221,3.3747
Intersection,OT,160099,0,0.3133,18.0639,2.9989,1.5061,3.5527
Intersection,OT+SH,160000,0,0.2600,18.0587,2.7325,1.0190,2.8858
Intersection,OT+SH,160001,0,0.2400,18.0638,2.6107,1.0699,3.7832
Intersection,OT+SH,160002,0,0.1800,18.0624,2.3466,1.1699,3.6314
Intersection,OT+SH,160003,0,0.2733,18.0583,2.5259,1.0491,3.7494
Intersection,OT+SH,160004,0,0.1867,18.0581,2.6337,1.0712,4.1417
Intersection,OT+SH,160005,0,0.2933,18.0637,2.6699,1.6170,6.4614
Intersection,OT+SH,160006,0,0.2333,18.0640,2.8190,1.3117,6.4972
Intersection,OT+SH,160007,0,0.2400,18.0580,2.8519,1.1402,3.4379
Intersection,OT+SH,160008,0,0.2200,18.0634,2.7893,1.1050,4.9401
Intersection,OT+SH,160009,0,0.2067,18.0642,2.5649,1.1035,3.2903
Intersection,OT+SH,160010,0,0.2333,18.0641,2.5978,1.1002,4.0030
Intersection,OT+SH,160011,0,0.3133,18.0640,2.8643,1.3384,5.9807
Intersection,OT+SH,160012,0,0.1733,18.0635,2.4840,1.5694,10.1072
Intersection,OT+SH,160013,0,0.2533,18.0588,2.8640,0.9666,3.1851
Intersection,OT+SH,160014,0,0.2133,18.0622,2.6391,1.0738,3.4545
Intersection,OT+SH,160015,0,0.3533,18.0641,2.7347,1.1642,4.1588
Intersection,OT+SH,160016,0,0.2733,18.0641,2.7799,1.1771,2.9153
Intersection,OT+SH,160017,0,0.2667,18.0645,2.5395,1.1552,4.3296
Intersection,OT+SH,160018,0,0.2467,18.0634,2.8055,1.2663,2.9287
Intersection,OT+SH,160019,0,0.2200,18.0584,2.6771,1.1659,3.6073
Intersection,OT+SH,160020,0,0.2267,18.0639,2.7872,1.0390,3.7170
Intersection,OT+SH,160021,0,0.3267,18.0644,2.7803,1.0940,2.8909
Intersection,OT+SH,160022,0,0.2267,18.0641,3.1449,1.1446,3.8735
Intersection,OT+SH,160023,0,0.2267,18.0579,2.1812,1.1115,3.3660
Intersection,OT+SH,160024,0,0.2467,18.0583,2.5304,1.1468,3.4562
Intersection,OT+SH,160025,0,0.1800,18.0586,2.9528,1.2325,4.4607
Intersection,OT+SH,160026,0,0.1933,18.0582,3.0227,1.2743,4.6241
Intersection,OT+SH,160027,0,0.2733,18.0644,2.9796,1.1399,5.0643
Intersection,OT+SH,160028,0,0.2000,18.0624,2.7765,0.8970,3.5764
Intersection,OT+SH,160029,0,0.2133,18.0644,2.7123,1.2250,4.5612
Intersection,OT+SH,160030,0,0.2067,18.0644,3.0279,1.0720,4.7506
Intersection,OT+SH,160031,0,0.3067,18.0655,2.9184,1.1018,3.1424
Intersection,OT+SH,160032,0,0.1800,18.0585,2.7679,1.0866,4.9928
Intersection,OT+SH,160033,0,0.1400,18.0586,2.7739,1.0723,5.9666
Intersection,OT+SH,160034,0,0.2400,18.0634,2.6655,1.0851,2.9648
Intersection,OT+SH,160035,0,0.2467,18.0585,2.9181,1.1952,4.4275
Intersection,OT+SH,160036,0,0.2067,18.0641,2.7057,1.1905,4.9930
Intersection,OT+SH,160037,0,0.2067,18.0640,2.7371,1.1577,3.6498
Intersection,OT+SH,160038,0,0.1800,18.0646,2.6574,1.2288,3.3845
Intersection,OT+SH,160039,0,0.2267,18.0634,2.9582,1.5243,6.4001
Intersection,OT+SH,160040,0,0.2133,18.0586,2.5908,1.2273,4.8353
Intersection,OT+SH,160041,0,0.2400,18.0640,2.8354,1.1214,4.0840
Intersection,OT+SH,160042,0,0.1733,18.0640,2.6963,1.0311,4.0308
Intersection,OT+SH,160043,0,0.2600,18.0583,2.5114,1.1332,3.4458
Intersection,OT+SH,160044,0,0.2133,18.0641,3.1402,1.1712,3.3736
Intersection,OT+SH,160045,0,0.2067,18.0646,2.7548,1.1219,4.6146
Intersection,OT+SH,160046,0,0.2400,18.0647,2.8850,1.2563,5.2862
Intersection,OT+SH,160047,0,0.1667,18.0640,2.8358,1.0256,3.3010
Intersection,OT+SH,160048,0,0.2067,18.0585,2.6700,0.9747,4.6839
Intersection,OT+SH,160049,0,0.1800,18.0585,3.0141,1.3280,5.2590
Intersection,OT+SH,160050,0,0.2333,18.0645,2.8641,1.2833,4.3419
Intersection,OT+SH,160051,0,0.1733,18.0581,2.1182,1.0086,3.1611
Intersection,OT+SH,160052,0,0.2000,18.0648,2.8425,1.1289,4.4134
Intersection,OT+SH,160053,0,0.2267,18.0585,2.5020,1.1989,3.6488
Intersection,OT+SH,160054,0,0.3467,18.0622,2.7215,1.0316,2.9311
Intersection,OT+SH,160055,0,0.2133,18.0640,3.0890,0.9923,3.7876
Intersection,OT+SH,160056,0,0.3000,18.0630,2.7955,1.0546,3.6843
Intersection,OT+SH,160057,0,0.1867,18.0585,3.0041,1.1834,3.0403
Intersection,OT+SH,160058,0,0.1933,18.0640,2.5479,1.1796,4.0833
Intersection,OT+SH,160059,0,0.2000,18.0641,3.1509,1.3014,3.5396
Intersection,OT+SH,160060,0,0.2267,18.0588,2.6861,1.1605,4.3289
Intersection,OT+SH,160061,0,0.2333,18.0642,2.7977,1.1383,4.6767
Intersection,OT+SH,160062,0,0.2667,18.0641,2.6752,1.1927,3.0269
Intersection,OT+SH,160063,0,0.1933,18.0655,2.8055,1.3161,4.1108
Intersection,OT+SH,160064,0,0.2467,18.0587,2.8840,1.0536,3.2431
Intersection,OT+SH,160065,0,0.1867,18.0647,2.6712,1.1942,4.0607
Intersection,OT+SH,160066,0,0.1200,18.0628,2.9668,1.0042,4.9561
Intersection,OT+SH,160067,0,0.2667,18.0648,2.7565,1.0385,3.2575
Intersection,OT+SH,160068,0,0.1867,18.0641,3.0744,1.1039,3.0389
Intersection,OT+SH,160069,0,0.2533,18.0640,2.9251,0.9822,2.5696
Intersection,OT+SH,160070,0,0.2600,18.0583,2.8875,1.0897,3.4608
Intersection,OT+SH,160071,0,0.2333,18.0622,2.6051,1.2423,3.7667
Intersection,OT+SH,160072,0,0.1400,18.0647,2.4830,1.0700,3.5496
Intersection,OT+SH,160073,0,0.3000,18.0635,2.5147,1.1122,3.5335
Intersection,OT+SH,160074,0,0.2200,18.0622,2.7360,1.1863,4.2268
Intersection,OT+SH,160075,0,0.3000,18.0639,2.8471,1.1091,4.9384
Intersection,OT+SH,160076,0,0.2400,18.0648,2.8549,1.1981,5.3042
Intersection,OT+SH,160077,0,0.2133,18.0583,2.8251,1.0242,3.1763
Intersection,OT+SH,160078,0,0.2800,18.0585,2.9268,1.1764,4.9688
Intersection,OT+SH,160079,0,0.2667,18.0583,2.6669,1.2347,5.9921
Intersection,OT+SH,160080,0,0.2000,18.0643,2.8550,1.1009,3.1957
Intersection,OT+SH,160081,0,0.1467,18.0584,2.5052,1.1723,4.2195
Intersection,OT+SH,160082,0,0.2733,18.0584,3.0190,1.1460,3.4389
Intersection,OT+SH,160083,0,0.1667,18.0641,2.9356,1.4175,8.3066
Intersection,OT+SH,160084,0,0.1867,18.0639,2.9278,1.6048,6.3789
Intersection,OT+SH,160085,0,0.3200,18.0641,2.8482,1.0811,4.3443
Intersection,OT+SH,160086,0,0.1333,18.0635,2.2745,1.0081,2.7178
Intersection,OT+SH,160087,0,0.1267,18.0578,2.6722,0.9796,3.6867
Intersection,OT+SH,160088,0,0.2067,18.0588,2.7482,1.1601,4.0655
Intersection,OT+SH,160089,0,0.2667,18.0580,2.7555,1.0822,3.3108
Intersection,OT+SH,160090,0,0.2067,18.0580,2.8339,1.0638,3.0364
Intersection,OT+SH,160091,0,0.2000,18.0644,2.7358,1.2558,5.9260
Intersection,OT+SH,160092,0,0.2200,18.0597,2.6259,1.0813,2.5076
Intersection,OT+SH,160093,0,0.1867,18.0579,2.6171,1.1581,3.0527
Intersection,OT+SH,160094,0,0.1733,18.0637,2.6944,1.0953,3.9335
Intersection,OT+SH,160095,0,0.2533,18.0641,2.7236,1.0783,3.9836
Intersection,OT+SH,160096,0,0.2533,18.0641,2.6010,1.2842,6.3919
Intersection,OT+SH,160097,0,0.1733,18.0622,2.7819,1.1289,5.0730
Intersection,OT+SH,160098,0,0.1933,18.0580,2.7768,1.2053,4.0586
Intersection,OT+SH,160099,0,0.3067,18.0584,2.7041,1.1430,5.9370
Oncoming,Base,160000,0,0.2800,20.0598,1.3388,1.5334,6.9116
Oncoming,Base,160001,1,0.2400,20.0248,0.5937,1.6298,6.9406
Oncoming,Base,160002,0,0.4400,20.0683,1.1198,1.5932,7.7999
Oncoming,Base,160003,0,0.3533,20.0715,1.1792,1.4637,5.0325
Oncoming,Base,160004,0,0.2067,20.0711,1.0627,1.5190,5.8440
Oncoming,Base,160005,0,0.2667,20.0524,1.1359,1.4129,6.6387
Oncoming,Base,160006,1,0.2200,20.0377,0.7295,1.7816,8.1915
Oncoming,Base,160007,0,0.2400,20.0708,1.0844,1.3188,5.4970
Oncoming,Base,160008,0,0.2467,20.0678,1.0772,1.8784,9.6017
Oncoming,Base,160009,0,0.3133,20.0667,1.0412,1.9569,8.8541
Oncoming,Base,160010,0,0.4133,20.0661,1.0725,1.7447,7.7381
Oncoming,Base,160011,0,0.1733,20.0666,1.0474,2.0445,18.1339
Oncoming,Base,160012,0,0.3000,20.0689,1.1476,1.4196,6.6087
Oncoming,Base,160013,0,0.3467,20.0693,1.1294,1.3735,4.0178
Oncoming,Base,160014,0,0.2800,20.0708,1.0099,1.4594,6.1005
Oncoming,Base,160015,0,0.3267,20.0698,1.0411,1.6525,7.9364
Oncoming,Base,160016,0,0.3200,20.0326,1.3895,1.4747,9.0362
Oncoming,Base,160017,0,0.2333,20.0711,1.0427,1.5219,6.3394
Oncoming,Base,160018,0,0.2733,20.0677,1.0121,1.5345,7.2476
Oncoming,Base,160019,0,0.2133,20.0719,1.1176,1.7621,9.9799
Oncoming,Base,160020,0,0.2467,20.0673,1.0507,1.6426,9.9823
Oncoming,Base,160021,0,0.3333,20.0700,0.9818,1.6462,10.9780
Oncoming,Base,160022,0,0.2667,20.0717,1.1008,1.7002,7.6650
Oncoming,Base,160023,0,0.2800,20.0716,1.0959,1.5336,5.8952
Oncoming,Base,160024,0,0.3333,20.0719,1.1456,1.4610,5.4043
Oncoming,Base,160025,0,0.3200,20.0673,1.0483,1.5839,5.2581
Oncoming,Base,160026,0,0.2800,20.0584,1.1609,1.4129,5.1042
Oncoming,Base,160027,0,0.2867,20.0691,1.0008,1.4639,6.2374
Oncoming,Base,160028,0,0.3133,20.0610,1.1116,1.5583,6.5728
Oncoming,Base,160029,1,0.2600,20.0627,0.6499,1.7248,9.1650
Oncoming,Base,160030,0,0.2533,20.0701,1.0718,1.5142,7.2239
Oncoming,Base,160031,0,0.3200,20.0694,1.2954,1.4940,6.2637
Oncoming,Base,160032,0,0.1467,20.0696,1.0642,1.6293,6.1121
Oncoming,Base,160033,0,0.2467,20.0646,0.9700,1.6236,7.0099
Oncoming,Base,160034,0,0.2933,20.0712,1.0233,1.2948,5.3192
Oncoming,Base,160035,0,0.2467,20.0522,0.8638,2.1206,15.6059
Oncoming,Base,160036,0,0.3000,20.0715,1.0883,1.3810,6.6789
Oncoming,Base,160037,0,0.1867,20.0681,1.0891,1.5904,6.0972
Oncoming,Base,160038,0,0.3200,20.0661,1.1337,2.3081,8.6315
Oncoming,Base,160039,0,0.3533,20.0702,1.0682,1.5723,7.8002
Oncoming,Base,160040,0,0.2933,20.0705,1.1727,1.5918,6.0192
Oncoming,Base,160041,0,0.2533,20.0563,1.2938,1.5823,8.5077
Oncoming,Base,160042,0,0.2733,20.0706,1.0713,1.5810,4.9916
Oncoming,Base,160043,0,0.2933,20.0700,1.0917,1.2980,6.2991
Oncoming,Base,160044,0,0.2867,20.0680,1.1047,1.5361,6.9653
Oncoming,Base,160045,0,0.3267,20.0717,1.1039,1.7066,11.8582
Oncoming,Base,160046,0,0.2533,20.0646,0.9996,1.7063,9.8971
Oncoming,Base,160047,0,0.3400,20.0687,0.9940,1.6304,8.5313
Oncoming,Base,160048,1,0.2267,19.9881,0.7222,2.0788,8.1920
Oncoming,Base,160049,0,0.3067,20.0719,1.1714,1.4871,6.1258
Oncoming,Base,160050,0,0.2133,20.0669,1.1742,1.6359,6.6016
Oncoming,Base,160051,0,0.2867,20.0719,1.1703,1.6297,8.4311
Oncoming,Base,160052,1,0.3933,19.9950,0.5190,1.9004,9.5467
Oncoming,Base,160053,0,0.1800,19.9937,1.4463,1.8465,8.9043
Oncoming,Base,160054,0,0.3867,20.0707,1.1812,1.4063,6.0812
Oncoming,Base,160055,0,0.2800,19.9690,2.2017,1.7287,9.0123
Oncoming,Base,160056,1,0.3267,19.9310,0.3768,2.2345,9.6196
Oncoming,Base,160057,0,0.2667,20.0616,1.0536,1.6409,6.5442
Oncoming,Base,160058,0,0.2200,20.0718,1.0966,1.6099,8.0568
Oncoming,Base,160059,0,0.3000,20.0550,1.0997,1.8040,8.8849
Oncoming,Base,160060,0,0.2667,20.0654,1.2958,1.7923,14.4765
Oncoming,Base,160061,0,0.2933,20.0519,1.2209,1.3968,5.2615
Oncoming,Base,160062,0,0.2067,20.0703,1.0975,1.6885,8.8334
Oncoming,Base,160063,0,0.2267,20.0719,1.0713,1.3373,5.5276
Oncoming,Base,160064,0,0.4133,20.0709,1.1215,1.8034,9.1040
Oncoming,Base,160065,1,0.2400,20.0288,0.6044,2.2463,9.3688
Oncoming,Base,160066,0,0.2400,20.0620,1.1269,1.5597,5.6055
Oncoming,Base,160067,0,0.2067,20.0607,1.3095,1.4649,6.3922
Oncoming,Base,160068,0,0.2400,20.0715,1.0887,1.6059,6.1042
Oncoming,Base,160069,0,0.3067,20.0620,1.1068,1.4496,6.1102
Oncoming,Base,160070,0,0.2867,20.0710,1.1120,1.6514,5.7799
Oncoming,Base,160071,0,0.2067,20.0549,0.9991,1.4332,5.7354
Oncoming,Base,160072,0,0.2667,20.0672,1.1376,1.4928,5.4140
Oncoming,Base,160073,0,0.3200,20.0716,1.0687,1.3254,5.9566
Oncoming,Base,160074,0,0.3267,20.0713,0.9598,1.5707,6.9583
Oncoming,Base,160075,0,0.2133,20.0714,1.1537,1.3567,6.5018
Oncoming,Base,160076,0,0.2333,20.0645,1.0453,1.5979,6.8018
Oncoming,Base,160077,1,0.3333,20.0572,0.6106,1.7123,6.1639
Oncoming,Base,160078,0,0.3067,20.0708,1.1553,1.2401,4.9843
Oncoming,Base,160079,0,0.2667,20.0699,1.2343,1.4009,5.9354
Oncoming,Base,160080,0,0.3333,20.0694,0.9842,1.8104,8.1130
Oncoming,Base,160081,0,0.2133,20.0719,1.0779,1.6220,5.8711
Oncoming,Base,160082,1,0.3400,20.0477,0.8352,1.4963,6.3101
Oncoming,Base,160083,0,0.3067,20.0690,1.1831,1.5653,8.0598
Oncoming,Base,160084,0,0.3067,20.0622,0.9183,1.5185,5.7374
Oncoming,Base,160085,0,0.2400,20.0719,1.1387,1.4599,6.3854
Oncoming,Base,160086,0,0.2067,20.0703,1.1271,1.5280,6.3135
Oncoming,Base,160087,0,0.2667,20.0719,1.1116,1.5225,5.3092
Oncoming,Base,160088,0,0.4267,20.0673,1.1674,1.3401,5.2510
Oncoming,Base,160089,0,0.2000,20.0612,1.1989,1.4952,5.4148
Oncoming,Base,160090,0,0.3400,20.0589,1.3157,1.6624,8.4019
Oncoming,Base,160091,0,0.3467,20.0719,1.1198,1.4330,5.4960
Oncoming,Base,160092,0,0.2400,20.0562,1.0680,1.4457,5.5981
Oncoming,Base,160093,0,0.1600,20.0650,1.0449,1.4723,5.8112
Oncoming,Base,160094,0,0.3200,20.0710,1.0799,1.6779,7.6436
Oncoming,Base,160095,0,0.2800,20.0718,1.0799,1.4296,6.2058
Oncoming,Base,160096,0,0.2200,20.0685,1.1198,1.5589,7.2344
Oncoming,Base,160097,0,0.3733,20.0709,1.0614,1.5440,6.8482
Oncoming,Base,160098,0,0.2933,20.0635,1.0117,1.5649,6.2549
Oncoming,Base,160099,0,0.2800,20.0719,1.0886,1.3289,4.1950
Oncoming,OT,160000,0,0.1667,20.0710,1.0528,1.2759,4.6246
Oncoming,OT,160001,1,0.1800,20.0219,0.5633,1.7450,7.5520
Oncoming,OT,160002,0,0.1733,20.0701,1.0017,1.7588,9.4369
Oncoming,OT,160003,0,0.2333,20.0719,1.0626,1.6469,6.4150
Oncoming,OT,160004,0,0.1600,20.0712,1.1508,1.5043,5.7540
Oncoming,OT,160005,0,0.1867,20.0713,1.0776,1.5974,7.3743
Oncoming,OT,160006,1,0.2200,20.0377,0.6224,1.5586,5.7052
Oncoming,OT,160007,0,0.1200,20.0416,1.0841,1.5350,6.6402
Oncoming,OT,160008,0,0.2000,20.0711,1.2223,1.5991,7.4865
Oncoming,OT,160009,0,0.2267,20.0691,1.0778,1.4545,6.0488
Oncoming,OT,160010,0,0.2267,20.0593,1.1989,1.6089,7.2148
Oncoming,OT,160011,0,0.1867,20.0716,1.1077,1.3268,5.6749
Oncoming,OT,160012,0,0.1267,20.0720,1.1070,1.7433,7.5586
Oncoming,OT,160013,0,0.2400,20.0699,1.0908,1.6740,6.3617
Oncoming,OT,160014,0,0.0800,20.0710,1.0649,1.4791,7.0188
Oncoming,OT,160015,0,0.2933,20.0699,1.1880,1.4800,6.7880
Oncoming,OT,160016,0,0.1667,20.0714,1.0327,1.3278,6.5239
Oncoming,OT,160017,0,0.1533,20.0709,1.0713,1.5803,7.4475
Oncoming,OT,160018,0,0.1400,20.0707,1.1346,1.3972,7.0777
Oncoming,OT,160019,0,0.1533,20.0706,1.0595,1.6137,7.7168
Oncoming,OT,160020,0,0.1400,20.0716,1.0883,1.3434,7.4324
Oncoming,OT,160021,0,0.2000,20.0623,1.0991,1.3712,5.2385
Oncoming,OT,160022,0,0.2267,20.0679,1.1334,1.4819,6.6707
Oncoming,OT,160023,0,0.2267,20.0719,1.1524,1.4490,6.7537
Oncoming,OT,160024,0,0.2200,20.0574,1.1009,1.3019,6.2141
Oncoming,OT,160025,0,0.2667,20.0684,1.1556,1.5568,7.0066
Oncoming,OT,160026,0,0.2400,20.0702,1.1310,1.6892,15.8156
Oncoming,OT,160027,0,0.2000,20.0633,0.9652,2.2440,12.0279
Oncoming,OT,160028,0,0.3000,20.0645,1.0534,1.5611,8.0905
Oncoming,OT,160029,0,0.1400,20.0651,1.3534,1.4836,6.0139
Oncoming,OT,160030,0,0.2133,20.0652,1.0337,1.7528,8.3491
Oncoming,OT,160031,0,0.2667,20.0715,1.1934,1.3092,5.8875
Oncoming,OT,160032,0,0.0933,20.0718,1.0497,1.4384,5.5903
Oncoming,OT,160033,0,0.1800,20.0709,0.9969,1.4892,6.3520
Oncoming,OT,160034,0,0.2133,20.0566,1.0999,1.2707,6.6853
Oncoming,OT,160035,0,0.1467,20.0719,1.0146,1.5641,5.4544
Oncoming,OT,160036,0,0.2333,20.0718,1.0954,1.3577,4.8328
Oncoming,OT,160037,0,0.1600,20.0651,1.0286,1.5318,7.7866
Oncoming,OT,160038,0,0.2267,20.0719,1.0836,1.3632,5.8759
Oncoming,OT,160039,0,0.2533,20.0688,1.0680,1.1966,5.5315
Oncoming,OT,160040,1,0.1933,20.0471,0.6911,1.7135,6.4759
Oncoming,OT,160041,0,0.2000,20.0491,1.3536,1.5940,7.9510
Oncoming,OT,160042,0,0.1867,20.0719,0.9799,1.5499,5.2941
Oncoming,OT,160043,0,0.1467,20.0620,1.2545,1.5316,6.5909
Oncoming,OT,160044,0,0.1733,20.0692,1.0892,1.4952,5.1185
Oncoming,OT,160045,0,0.2267,20.0716,1.0840,1.4689,5.8809
Oncoming,OT,160046,0,0.1667,20.0632,1.1418,1.4959,6.7379
Oncoming,OT,160047,0,0.2267,20.0668,1.0411,1.3767,5.0781
Oncoming,OT,160048,0,0.2200,20.0656,1.1881,1.5153,5.6713
Oncoming,OT,160049,0,0.2200,20.0646,1.1019,1.6427,7.8412
Oncoming,OT,160050,0,0.1000,20.0713,1.1513,1.4635,6.1241
Oncoming,OT,160051,0,0.1733,20.0719,1.1927,1.4508,5.7604
Oncoming,OT,160052,1,0.2600,20.0120,0.6126,1.9210,9.2073
Oncoming,OT,160053,0,0.2067,20.0719,1.1395,1.4443,5.6524
Oncoming,OT,160054,0,0.1000,20.0658,1.1458,1.8902,10.6103
Oncoming,OT,160055,0,0.1933,20.0591,1.1526,1.6058,5.7054
Oncoming,OT,160056,0,0.2333,20.0709,1.1542,1.3941,5.7456
Oncoming,OT,160057,1,0.2400,20.0239,0.6950,1.7408,8.2266
Oncoming,OT,160058,0,0.0933,20.0716,1.0521,1.5550,6.0898
Oncoming,OT,160059,1,0.2333,20.0350,0.7541,1.7441,5.9009
Oncoming,OT,160060,0,0.1800,20.0643,1.3300,1.3918,5.0375
Oncoming,OT,160061,0,0.1933,20.0644,0.9930,1.4462,5.9822
Oncoming,OT,160062,1,0.1933,20.0337,0.8166,1.6827,8.0637
Oncoming,OT,160063,0,0.1000,20.0580,0.9846,1.6433,10.5614
Oncoming,OT,160064,0,0.2133,20.0691,1.0633,1.6609,7.3808
Oncoming,OT,160065,0,0.1800,20.0709,1.0268,1.7001,9.6284
Oncoming,OT,160066,0,0.1533,20.0660,1.0427,1.7243,6.5053
Oncoming,OT,160067,0,0.1867,20.0685,1.0795,1.6168,7.3186
Oncoming,OT,160068,0,0.2067,20.0715,1.1139,1.4730,5.6678
Oncoming,OT,160069,0,0.1800,20.0715,0.9831,1.6490,6.3895
Oncoming,OT,160070,0,0.1867,20.0718,1.2073,1.3696,5.8940
Oncoming,OT,160071,0,0.1467,20.0719,1.0068,1.4151,4.9561
Oncoming,OT,160072,0,0.2800,20.0639,1.0761,1.5732,8.6191
