environment,variant,seed,collision,missed_mode_rate,progress,min_clearance,mean_solve_ms,p99_solve_ms
Narrow,Base,160060,0,0.3067,15.0627,1.1064,1.2663,4.3107
Narrow,Base,160061,0,0.2467,15.0633,1.0821,1.4160,7.6244
Narrow,Base,160062,0,0.2400,15.0686,1.1061,1.6542,15.4209
Narrow,Base,160063,0,0.2600,15.0629,1.0939,1.4611,8.7095
Narrow,Base,160064,0,0.3733,15.0685,1.0817,1.5446,8.1437
Narrow,Base,160065,0,0.2333,15.0526,1.0452,1.6354,7.8468
Narrow,Base,160066,0,0.3067,15.0536,1.1187,1.3828,5.6320
Narrow,Base,160067,0,0.3333,15.0674,1.0737,1.3783,7.4963
Narrow,Base,160068,0,0.2667,15.0539,1.1402,1.4115,5.7766
Narrow,Base,160069,0,0.2933,15.0523,1.1701,1.1955,4.6880
Narrow,Base,160070,0,0.2533,15.0534,1.1111,1.9182,10.0059
Narrow,Base,160071,1,0.2600,14.9272,0.4595,1.8351,9.2755
Narrow,Base,160072,1,0.2200,2.4069,0.2179,1.6473,8.4530
Narrow,Base,160073,0,0.2867,15.0599,1.0888,1.2672,5.0674
Narrow,Base,160074,0,0.3000,15.0633,1.0524,1.4854,5.8902
Narrow,Base,160075,0,0.2800,15.0639,1.1200,1.6580,9.5401
Narrow,Base,160076,0,0.2200,15.0707,1.0881,1.2774,4.4240
Narrow,Base,160077,0,0.3800,15.0705,1.0369,1.5579,9.1230
Narrow,Base,160078,0,0.2600,15.0632,1.0596,1.4591,7.3952
Narrow,Base,160079,0,0.3133,15.0573,1.0713,1.2941,4.5202
Narrow,Base,160080,0,0.3133,15.0592,1.0701,1.2384,4.8283
Narrow,Base,160081,0,0.2000,15.0656,1.0871,1.6336,8.1834
Narrow,Base,160082,0,0.3000,15.0484,1.0935,1.2741,4.3631
Narrow,Base,160083,0,0.2133,15.0616,1.0717,1.3082,5.4411
Narrow,Base,160084,0,0.2733,15.0597,1.1406,1.3427,5.3397
Narrow,Base,160085,0,0.1600,15.0420,1.1197,1.4237,8.1805
Narrow,Base,160086,0,0.2867,15.0673,1.0921,1.3072,4.5991
Narrow,Base,160087,0,0.3200,15.0654,1.1450,1.2005,5.0933
Narrow,Base,160088,0,0.3133,15.0693,1.0607,1.5991,8.7513
Narrow,Base,160089,0,0.2267,15.0647,1.1220,1.2898,5.8604
Narrow,Base,160090,0,0.3800,15.0646,1.0826,1.5076,5.5818
Narrow,Base,160091,0,0.2667,15.0689,1.0414,1.5708,9.0345
Narrow,Base,160092,0,0.2267,15.0512,1.0466,1.4041,5.0567
Narrow,Base,160093,0,0.1867,15.0584,1.1033,1.1804,3.9436
Narrow,Base,160094,0,0.2933,15.0709,1.1150,1.5590,6.9070
Narrow,Base,160095,0,0.2067,15.0456,1.1567,1.3341,4.4136
Narrow,Base,160096,0,0.1867,15.0655,1.1011,1.1638,6.9504
Narrow,Base,160097,0,0.4600,15.0719,1.0451,1.3212,7.4449
Narrow,Base,160098,0,0.3067,15.0667,1.0631,1.3161,4.3175
Narrow,Base,160099,0,0.3933,7.0153,0.8633,1.7311,9.0972
Narrow,OT,160000,0,0.1667,15.0648,1.0611,1.1938,5.3139
Narrow,OT,160001,0,0.2200,15.0661,1.0887,1.3493,6.3968
Narrow,OT,160002,0,0.2533,15.0532,1.1147,1.3582,6.1655
Narrow,OT,160003,0,0.2000,15.1024,2.0093,2.8866,10.0557
Narrow,OT,160004,0,0.1133,15.0540,1.1159,1.5747,8.9012
Narrow,OT,160005,0,0.2000,15.0634,1.0830,1.3104,5.6148
Narrow,OT,160006,0,0.1000,15.0717,0.9517,1.4645,7.5876
Narrow,OT,160007,0,0.1267,15.0655,1.1067,1.2382,8.0477
Narrow,OT,160008,0,0.2600,0.1350,2.1145,1.6304,7.3445
Narrow,OT,160009,0,0.2000,15.0607,1.1597,1.3896,9.1347
Narrow,OT,160010,0,0.2667,15.0673,1.0998,1.4175,6.8384
Narrow,OT,160011,0,0.1933,15.0517,1.1458,1.2811,3.6177
Narrow,OT,160012,0,0.1867,15.0530,1.1103,1.4853,7.0838
Narrow,OT,160013,0,0.2400,15.0712,1.0936,1.5614,7.1384
Narrow,OT,160014,0,0.2000,15.0580,1.1156,1.3089,5.3477
Narrow,OT,160015,0,0.2933,15.0668,1.1722,1.2569,5.3294
Narrow,OT,160016,0,0.1200,15.0712,1.1839,1.2374,4.3520
Narrow,OT,160017,0,0.1667,15.0653,1.0575,1.4991,8.9545
Narrow,OT,160018,0,0.1733,15.0705,1.0550,1.3083,5.2461
Narrow,OT,160019,0,0.2267,4.0926,2.4478,2.1036,9.2878
Narrow,OT,160020,0,0.1200,15.0626,1.1476,1.4465,8.5522
Narrow,OT,160021,0,0.1533,15.0676,1.0196,1.5855,8.4154
Narrow,OT,160022,0,0.1600,15.0575,1.0340,1.4879,5.4620
Narrow,OT,160023,0,0.2133,14.9428,1.3102,2.3222,9.2323
Narrow,OT,160024,0,0.1800,15.0688,1.0083,1.4670,5.6452
Narrow,OT,160025,0,0.2067,15.0670,1.0554,1.4823,8.7996
Narrow,OT,160026,0,0.1800,15.0521,1.1200,1.4843,8.7382
Narrow,OT,160027,0,0.2200,15.0701,1.1102,1.3361,5.5804
Narrow,OT,160028,0,0.1800,15.0586,1.0764,1.7306,11.4176
Narrow,OT,160029,1,0.1400,15.0255,0.4590,1.5337,5.5214
Narrow,OT,160030,0,0.1600,15.0537,1.0684,1.3962,4.7802
Narrow,OT,160031,0,0.2000,15.0672,1.0781,1.4938,6.9658
Narrow,OT,160032,1,0.1933,4.6565,0.3658,3.2847,7.2876
Narrow,OT,160033,0,0.1600,15.0628,1.0170,1.5585,6.8279
Narrow,OT,160034,0,0.1333,15.0620,1.1352,1.4631,6.0122
Narrow,OT,160035,0,0.1600,15.4870,1.1885,2.5086,9.1922
Narrow,OT,160036,0,0.2600,15.1012,1.5367,2.7386,9.4458
Narrow,OT,160037,0,0.1133,15.0711,1.0796,1.3789,9.1715
Narrow,OT,160038,0,0.1733,15.0617,1.0906,1.5552,5.9964
Narrow,OT,160039,0,0.2133,15.0576,1.0803,1.6807,8.7967
Narrow,OT,160040,0,0.2133,15.0652,1.0552,1.4135,5.4714
Narrow,OT,160041,0,0.2000,15.0666,1.0262,1.7015,9.0096
Narrow,OT,160042,0,0.1267,15.0718,1.1726,1.4980,4.2323
Narrow,OT,160043,0,0.1400,15.0547,1.1344,1.2955,7.9176
Narrow,OT,160044,0,0.1533,15.0498,1.0588,1.4434,5.2841
Narrow,OT,160045,0,0.2067,15.0623,1.0773,1.6483,6.7028
Narrow,OT,160046,0,0.2000,15.0642,1.0707,1.8438,7.6083
Narrow,OT,160047,0,0.1800,15.0621,1.1039,1.5695,5.1014
Narrow,OT,160048,0,0.1467,15.0594,1.0911,1.5621,7.1941
Narrow,OT,160049,0,0.1533,15.0712,1.0693,1.5217,4.8964
Narrow,OT,160050,0,0.1000,15.0511,1.0934,1.4822,4.5799
Narrow,OT,160051,0,0.2133,15.0616,1.0803,1.5149,5.9255
Narrow,OT,160052,0,0.2733,15.0620,1.1325,1.5319,5.9593
Narrow,OT,160053,0,0.1800,15.0657,1.0405,1.6288,6.6409
Narrow,OT,160054,0,0.1267,15.0704,1.0917,1.4781,4.9909
Narrow,OT,160055,0,0.2400,15.0625,1.0267,1.4928,4.6757
Narrow,OT,160056,0,0.2400,15.0606,1.1442,1.3191,5.1049
Narrow,OT,160057,0,0.1800,15.0560,1.1366,1.5804,5.3772
Narrow,OT,160058,0,0.1067,15.0592,1.0780,1.3619,5.2654
Narrow,OT,160059,0,0.1667,15.0639,1.0822,1.5606,4.6478
Narrow,OT,160060,0,0.2267,15.0703,1.1450,1.3789,5.2429
Narrow,OT,160061,0,0.1800,15.0603,1.0912,1.1617,4.7104
Narrow,OT,160062,0,0.2000,15.0653,1.0477,1.2678,6.3185
Narrow,OT,160063,1,0.1533,15.0594,0.7313,1.4820,5.5123
Narrow,OT,160064,0,0.2467,15.0700,1.0848,1.3411,4.9294
Narrow,OT,160065,0,0.1867,15.0660,1.0021,1.4895,5.8577
Narrow,OT,160066,0,0.1800,15.0599,1.1013,1.3405,5.6147
Narrow,OT,160067,0,0.2000,15.0593,1.0657,1.2781,4.2333
Narrow,OT,160068,0,0.2267,15.0676,0.9831,1.6911,5.1933
Narrow,OT,160069,0,0.1400,15.0588,1.1329,1.3995,4.9110
Narrow,OT,160070,0,0.1600,15.0608,1.0700,1.4669,5.9436
Narrow,OT,160071,1,0.2000,14.9263,0.6470,1.9354,9.3158
Narrow,OT,160072,0,0.2400,15.0228,0.8698,1.7614,9.1655
Narrow,OT,160073,0,0.1733,15.0704,1.1346,1.3420,4.5059
Narrow,OT,160074,0,0.1667,15.0692,1.1253,1.5493,7.8649
Narrow,OT,160075,0,0.2067,15.0663,1.0840,1.9894,8.8224
Narrow,OT,160076,0,0.1600,14.9315,1.5013,2.2116,9.6668
Narrow,OT,160077,0,0.3000,15.0698,0.9996,1.7404,9.2787
Narrow,OT,160078,0,0.1933,15.0585,1.0442,1.2771,6.0915
Narrow,OT,160079,0,0.1733,15.0653,1.1226,1.3333,5.2687
Narrow,OT,160080,0,0.2267,15.0647,1.0417,1.3434,4.2158
Narrow,OT,160081,0,0.1533,15.0652,1.0998,1.4138,5.6479
Narrow,OT,160082,0,0.1200,15.0482,1.0845,1.1590,4.2049
Narrow,OT,160083,0,0.2067,15.0677,1.1225,1.4953,6.5070
Narrow,OT,160084,0,0.2200,15.0634,1.1614,1.3175,4.6949
Narrow,OT,160085,0,0.1867,0.1350,1.5280,1.6391,9.2215
Narrow,OT,160086,0,0.1600,15.0650,1.1057,1.4432,6.9611
Narrow,OT,160087,0,0.2200,15.0520,1.0888,1.2372,4.9218
Narrow,OT,160088,0,0.2133,15.0689,1.0865,1.5814,7.9438
Narrow,OT,160089,0,0.1200,15.0588,1.0861,1.4280,4.7468
Narrow,OT,160090,0,0.2333,15.0719,1.1109,1.4461,5.0928
Narrow,OT,160091,0,0.1800,15.0385,1.0556,1.6067,9.0903
Narrow,OT,160092,0,0.2333,15.0553,1.1016,1.0985,4.2942
Narrow,OT,160093,0,0.1400,15.0591,1.0677,1.2108,5.8147
Narrow,OT,160094,0,0.1800,15.0718,1.0172,1.8717,7.9466
Narrow,OT,160095,0,0.1467,15.0543,1.1072,1.4208,5.6638
Narrow,OT,160096,0,0.0733,15.0677,1.0335,1.1221,4.6271
Narrow,OT,160097,0,0.1933,15.0602,1.0690,1.4410,5.3061
Narrow,OT,160098,0,0.2467,15.0667,1.0728,1.2804,4.5596
Narrow,OT,160099,0,0.1667,15.0454,1.1341,1.3274,5.2065
Narrow,OT+SH,160000,0,0.1533,15.0676,1.1143,1.2847,6.4910
Narrow,OT+SH,160001,0,0.1800,15.0715,1.1533,1.3742,6.8354
Narrow,OT+SH,160002,0,0.2200,15.0324,1.0818,1.2303,5.1235
Narrow,OT+SH,160003,0,0.2467,15.0680,1.1416,1.1164,4.2105
Narrow,OT+SH,160004,0,0.1200,15.0685,1.0730,1.2729,5.1538
Narrow,OT+SH,160005,0,0.1400,15.0540,1.0175,1.0752,5.3408
Narrow,OT+SH,160006,0,0.1467,15.0579,0.9978,1.0829,4.6463
Narrow,OT+SH,160007,0,0.1067,15.0544,1.0819,1.0489,5.1593
Narrow,OT+SH,160008,0,0.1733,15.0497,1.1055,1.0479,5.2752
Narrow,OT+SH,160009,0,0.1933,15.0550,1.0861,1.1290,4.5469
Narrow,OT+SH,160010,0,0.2467,15.0576,1.0155,1.0977,4.2270
Narrow,OT+SH,160011,0,0.1333,15.0617,1.1510,1.1761,4.9273
Narrow,OT+SH,160012,0,0.1467,15.0530,1.1506,1.1422,6.4048
Narrow,OT+SH,160013,0,0.2333,15.0672,1.0284,1.1932,4.8137
Narrow,OT+SH,160014,0,0.1600,15.0655,1.0129,1.1412,5.0211
Narrow,OT+SH,160015,0,0.2533,15.0719,1.0766,1.2877,4.9983
Narrow,OT+SH,160016,0,0.0667,15.0622,1.0965,0.9655,3.6234
Narrow,OT+SH,160017,0,0.1333,15.0565,1.1201,1.7379,12.8391
Narrow,OT+SH,160018,0,0.1467,15.0706,1.0912,1.0678,4.3066
Narrow,OT+SH,160019,0,0.1667,15.0664,1.0458,1.4189,6.1531
Narrow,OT+SH,160020,0,0.1200,15.0583,1.0513,1.1014,7.4365
Narrow,OT+SH,160021,0,0.2200,15.0619,1.0623,0.9797,3.7467
Narrow,OT+SH,160022,0,0.2200,15.0477,1.1110,1.1309,3.7535
Narrow,OT+SH,160023,1,0.1933,14.9762,0.5326,1.4882,6.4276
Narrow,OT+SH,160024,0,0.2133,15.0616,1.1588,1.0840,4.6197
Narrow,OT+SH,160025,0,0.1867,15.0670,1.1127,1.1125,4.1147
Narrow,OT+SH,160026,0,0.1600,15.0490,1.0278,1.0475,4.2558
Narrow,OT+SH,160027,0,0.1867,15.0711,1.0653,1.1978,4.1272
Narrow,OT+SH,160028,0,0.2133,15.0259,1.0625,1.2601,5.3417
Narrow,OT+SH,160029,0,0.1200,15.0663,1.0191,1.1259,4.5775
Narrow,OT+SH,160030,0,0.1533,15.0715,1.0662,1.0727,4.4375
Narrow,OT+SH,160031,0,0.2267,15.0632,1.0403,1.1770,4.0553
Narrow,OT+SH,160032,0,0.0733,15.0589,1.0808,1.2181,4.5140
Narrow,OT+SH,160033,0,0.1800,15.0524,1.0455,1.3081,6.2033
Narrow,OT+SH,160034,0,0.1400,15.0544,1.1307,1.0740,4.9981
Narrow,OT+SH,160035,0,0.1667,15.0637,1.0932,1.1088,5.2409
Narrow,OT+SH,160036,0,0.2067,15.0489,1.0446,1.0619,4.0955
Narrow,OT+SH,160037,0,0.1000,15.0160,1.1447,1.2143,4.9052
Narrow,OT+SH,160038,0,0.2000,15.0555,1.0488,1.9080,6.6072
Narrow,OT+SH,160039,0,0.1600,15.0599,1.0039,1.1565,4.6097
Narrow,OT+SH,160040,1,0.2200,15.0391,0.5921,1.2613,4.6884
Narrow,OT+SH,160041,0,0.2467,15.0683,1.0874,1.1506,4.0173
Narrow,OT+SH,160042,0,0.1000,15.0709,1.0279,1.0357,4.5867
Narrow,OT+SH,160043,0,0.0933,15.0710,1.0784,1.3272,8.7933
Narrow,OT+SH,160044,0,0.1800,15.0682,1.0246,1.0938,4.8429
Narrow,OT+SH,160045,0,0.2400,15.0674,1.1021,1.0063,4.4544
Narrow,OT+SH,160046,0,0.2133,15.0546,1.0689,1.0017,4.6599
Narrow,OT+SH,160047,0,0.2267,15.0646,1.0251,1.0442,4.9690
Narrow,OT+SH,160048,0,0.1933,15.0646,1.0948,1.0822,3.3038
Narrow,OT+SH,160049,0,0.2533,15.0660,1.1494,0.9607,3.4166
Narrow,OT+SH,160050,0,0.1333,15.0651,1.0773,0.9518,4.1060
Narrow,OT+SH,160051,0,0.1333,15.0720,1.0954,1.3949,5.6242
Narrow,OT+SH,160052,0,0.3200,15.0531,1.0622,1.1492,8.1806
Narrow,OT+SH,160053,0,0.1800,15.0714,1.1249,1.1338,4.3746
Narrow,OT+SH,160054,0,0.1467,15.0694,1.0425,1.1990,5.4058
Narrow,OT+SH,160055,0,0.2200,15.0676,1.1623,1.1818,4.5272
Narrow,OT+SH,160056,0,0.2533,15.0494,1.0429,1.0233,3.5852
Narrow,OT+SH,160057,0,0.1600,15.0569,1.1559,1.2123,4.6444
Narrow,OT+SH,160058,0,0.1067,15.0609,1.0789,1.1091,4.0518
Narrow,OT+SH,160059,0,0.2200,15.0624,1.0523,1.2191,5.6161
Narrow,OT+SH,160060,0,0.2333,15.0694,1.1117,1.1384,4.0706
Narrow,OT+SH,160061,0,0.1600,15.0513,1.1163,0.9499,3.6714
Narrow,OT+SH,160062,0,0.1467,15.0718,0.9781,1.2397,4.3566
Narrow,OT+SH,160063,0,0.1133,15.0712,1.0469,1.0897,4.3153
Narrow,OT+SH,160064,0,0.2467,15.0609,1.0719,1.0362,3.1592
Narrow,OT+SH,160065,1,0.1800,15.0641,0.6144,1.2223,4.5890
Narrow,OT+SH,160066,0,0.1933,15.0683,1.0542,1.5295,6.7873
Narrow,OT+SH,160067,0,0.1867,15.0596,1.0590,1.1458,5.6428
Narrow,OT+SH,160068,0,0.1800,15.0557,1.0976,1.1631,5.5579
Narrow,OT+SH,160069,0,0.1600,15.0521,1.0507,0.9867,3.9793
Narrow,OT+SH,160070,0,0.1600,15.0527,1.0998,1.0642,4.3788
Narrow,OT+SH,160071,0,0.1200,15.0508,1.2016,1.1671,4.7228
Narrow,OT+SH,160072,0,0.1867,15.0670,1.0133,1.1797,5.1181
Narrow,OT+SH,160073,0,0.2000,15.0627,1.0892,1.2011,5.9346
Narrow,OT+SH,160074,0,0.1800,15.0531,0.9916,1.1443,5.3864
Narrow,OT+SH,160075,0,0.1933,15.0671,1.0734,1.1418,4.2890
Narrow,OT+SH,160076,0,0.1867,15.0582,1.0758,1.0163,4.5299
Narrow,OT+SH,160077,0,0.3000,15.0533,1.0628,1.2015,4.3728
Narrow,OT+SH,160078,0,0.1800,15.0719,1.0785,1.2276,4.4363
Narrow,OT+SH,160079,0,0.1867,15.0519,1.0629,0.9712,4.2549
Narrow,OT+SH,160080,0,0.2200,15.0625,1.0866,1.1741,6.4492
Narrow,OT+SH,160081,0,0.1667,15.0644,1.0269,1.1685,4.7713
Narrow,OT+SH,160082,0,0.2000,15.0584,1.1661,1.2854,6.5594
Narrow,OT+SH,160083,0,0.1867,15.0599,1.1687,0.9914,4.2098
Narrow,OT+SH,160084,0,0.1933,15.0619,1.1621,1.0676,4.3068
Narrow,OT+SH,160085,0,0.1533,15.0496,1.0875,1.1031,4.5993
Narrow,OT+SH,160086,0,0.1600,15.0240,1.1572,1.3953,6.3382
Narrow,OT+SH,160087,0,0.1867,15.0594,1.0591,1.0313,4.0077
Narrow,OT+SH,160088,0,0.2200,15.0664,1.0707,1.0685,4.4309
Narrow,OT+SH,160089,0,0.2067,15.0470,1.0629,0.9670,4.6761
Narrow,OT+SH,160090,0,0.2333,15.0712,1.0542,1.2527,7.0605
Narrow,OT+SH,160091,0,0.1867,15.0653,1.0851,1.2524,4.7249
Narrow,OT+SH,160092,0,0.2000,15.0612,1.0732,1.5069,9.7688
Narrow,OT+SH,160093,0,0.1133,15.0508,1.0748,1.0356,4.2586
Narrow,OT+SH,160094,0,0.2067,15.0605,1.0847,1.2693,5.1866
Narrow,OT+SH,160095,0,0.1200,15.0444,1.1169,1.2682,6.3692
Narrow,OT+SH,160096,0,0.1000,15.0607,1.0576,1.0790,4.5457
Narrow,OT+SH,160097,0,0.2733,15.0715,1.1654,1.0141,4.1047
Narrow,OT+SH,160098,0,0.1933,15.0713,1.1269,1.1141,4.2151
Narrow,OT+SH,160099,0,0.2067,15.0563,1.0553,1.0092,5.1814
Intersection,Base,160000,0,0.3267,18.0584,3.0429,1.1351,3.4538
Intersection,Base,160001,0,0.2867,18.0633,3.0701,1.6096,5.4949
Intersection,Base,160002,0,0.3867,18.0646,2.4116,1.6673,8.7458
Intersection,Base,160003,0,0.3667,18.0687,2.9184,1.5751,6.0725
Intersection,Base,160004,0,0.1867,18.0652,3.0376,1.3288,3.0596
Intersection,Base,160005,0,0.3667,18.0652,3.3267,1.2507,4.3840
Intersection,Base,160006,0,0.3467,18.0650,2.5245,1.4057,3.4792
Intersection,Base,160007,0,0.3267,18.0634,3.1710,1.5042,5.8210
Intersection,Base,160008,0,0.2800,18.0647,2.8087,1.5273,9.4872
Intersection,Base,160009,0,0.2867,18.0645,2.6599,1.4084,6.6743
Intersection,Base,160010,0,0.2733,18.0681,2.4262,1.6932,7.6767
Intersection,Base,160011,0,0.4200,18.0621,3.0861,1.3499,3.5261
Intersection,Base,160012,0,0.2600,18.0640,2.6021,1.5090,5.1276
Intersection,Base,160013,0,0.3667,18.0622,2.6856,1.6507,9.2227
Intersection,Base,160014,0,0.2600,18.0644,2.4566,1.5114,4.6812
Intersection,Base,160015,0,0.3400,18.0652,2.4641,1.3551,3.4342
Intersection,Base,160016,0,0.4000,18.0641,2.4902,1.3022,3.8890
Intersection,Base,160017,0,0.2933,18.0628,2.8047,1.5668,5.4385
Intersection,Base,160018,0,0.3667,18.0586,3.2660,1.5489,5.4412
Intersection,Base,160019,0,0.2733,18.0648,2.7162,1.5910,3.8786
Intersection,Base,160020,0,0.3067,18.0660,3.2972,1.3068,4.2318
Intersection,Base,160021,0,0.3800,18.0581,3.2362,1.3756,5.9494
Intersection,Base,160022,0,0.3800,18.0587,3.0912,1.1649,2.9465
Intersection,Base,160023,0,0.3667,18.0677,1.9971,1.4538,7.2234
Intersection,Base,160024,0,0.3733,18.0582,2.8405,1.3417,3.6575
Intersection,Base,160025,0,0.3333,18.0653,3.3290,1.6462,7.9470
Intersection,Base,160026,0,0.3133,18.0595,2.9524,1.4089,3.5958
Intersection,Base,160027,0,0.3333,18.0621,2.9240,1.5225,7.6266
Intersection,Base,160028,0,0.3133,18.0602,2.5430,1.1398,4.2782
Intersection,Base,160029,0,0.2600,18.0655,2.2167,1.6937,6.4358
Intersection,Base,160030,0,0.2667,18.0646,2.5748,1.6580,7.0206
Intersection,Base,160031,0,0.4400,18.0644,3.3533,1.3553,5.2316
Intersection,Base,160032,0,0.3067,18.0617,2.6907,1.5301,7.4353
Intersection,Base,160033,0,0.2467,18.0642,2.6792,1.1706,6.5537
Intersection,Base,160034,0,0.2667,18.0647,3.2355,1.7260,8.7622
Intersection,Base,160035,0,0.3533,18.0634,2.8147,1.4802,5.2743
Intersection,Base,160036,0,0.3133,18.0719,2.1943,1.8197,8.3052
Intersection,Base,160037,0,0.2733,18.0646,2.4438,1.8102,8.8052
Intersection,Base,160038,0,0.2800,18.0660,3.1435,1.6262,5.4152
Intersection,Base,160039,0,0.3067,18.0638,2.5911,1.5942,5.1744
Intersection,Base,160040,0,0.2467,18.0633,2.8088,1.6583,5.8573
Intersection,Base,160041,0,0.3067,18.0586,2.9768,1.3102,4.1742
Intersection,Base,160042,0,0.2467,18.0649,3.2313,1.3433,4.8793
Intersection,Base,160043,0,0.3467,18.0647,3.0640,1.4158,4.3715
Intersection,Base,160044,0,0.2533,18.0628,3.2043,1.4731,4.4448
Intersection,Base,160045,0,0.2533,18.0649,2.7940,1.5046,5.3223
Intersection,Base,160046,0,0.3800,18.0641,2.8713,1.4918,7.0697
Intersection,Base,160047,0,0.2733,18.0651,2.9200,1.3504,4.1828
Intersection,Base,160048,0,0.2867,18.0637,3.2312,1.2428,7.1592
Intersection,Base,160049,0,0.2200,18.0583,3.0432,1.4851,4.3355
Intersection,Base,160050,0,0.3267,18.0650,3.4209,1.9135,8.4396
Intersection,Base,160051,0,0.2067,18.0668,1.9507,1.4409,4.6308
Intersection,Base,160052,0,0.2400,18.0641,3.1787,1.2771,4.2058
Intersection,Base,160053,0,0.3267,18.0620,2.5923,1.5473,6.2137
Intersection,Base,160054,0,0.4133,18.0596,2.9295,1.2942,4.2439
Intersection,Base,160055,0,0.2867,18.0654,2.6805,1.1816,3.1919
Intersection,Base,160056,0,0.3667,18.0578,2.8525,1.2803,3.6195
Intersection,Base,160057,0,0.3267,18.0638,2.9857,1.4347,5.9653
Intersection,Base,160058,0,0.2933,18.0646,2.5842,1.5048,6.2702
Intersection,Base,160059,0,0.3000,18.0584,3.1867,1.4881,3.6560
Intersection,Base,160060,0,0.3400,18.0648,2.7684,1.3978,6.3349
Intersection,Base,160061,0,0.3267,18.0655,2.7465,1.2507,4.4798
Intersection,Base,160062,0,0.2600,18.0585,3.1219,1.6087,4.3414
Intersection,Base,160063,0,0.3000,18.0718,2.1214,1.4972,4.8300
Intersection,Base,160064,0,0.3267,18.0580,3.1883,1.5067,3.3353
Intersection,Base,160065,0,0.3333,18.0655,3.1050,1.3264,3.5670
Intersection,Base,160066,0,0.2733,18.0632,3.2312,1.1597,5.1493
Intersection,Base,160067,0,0.3133,18.0643,3.2308,1.7642,8.4543
Intersection,Base,160068,0,0.2400,18.0638,3.1562,1.5490,8.4798
Intersection,Base,160069,0,0.3800,18.0668,2.7460,1.2689,3.3992
Intersection,Base,160070,0,0.3667,18.0644,2.8099,1.3067,4.4688
Intersection,Base,160071,0,0.3467,18.0646,2.4728,1.3381,3.2585
Intersection,Base,160072,0,0.3667,18.0644,2.9382,1.3039,6.0558
Intersection,Base,160073,0,0.3467,18.0653,2.9218,1.8243,8.7085
Intersection,Base,160074,0,0.2600,18.0656,2.9225,1.4284,4.1899
Intersection,Base,160075,0,0.3333,18.0649,3.2176,1.4030,5.8567
Intersection,Base,160076,0,0.2533,18.0645,2.7554,1.4747,3.3098
Intersection,Base,160077,0,0.2600,18.0646,3.1459,1.1622,2.7476
Intersection,Base,160078,0,0.3200,18.0638,2.4776,1.4307,4.2449
Intersection,Base,160079,0,0.3733,18.0642,2.9335,1.3166,5.8789
Intersection,Base,160080,0,0.2467,18.0645,3.3202,1.7577,9.2866
Intersection,Base,160081,0,0.3000,18.0664,2.9379,2.0729,11.3664
Intersection,Base,160082,0,0.4000,18.0646,3.2900,1.4190,6.5523
Intersection,Base,160083,0,0.2733,18.0657,3.4808,1.3626,4.5319
Intersection,Base,160084,0,0.2800,18.0642,2.8404,1.2148,3.3537
Intersection,Base,160085,0,0.2667,18.0644,2.7826,1.6251,6.4367
Intersection,Base,160086,0,0.2733,18.0580,2.7638,1.2769,4.1474
Intersection,Base,160087,0,0.2600,18.0628,2.8611,1.2876,4.0750
Intersection,Base,160088,0,0.3333,18.0644,3.0544,1.4740,4.1666
Intersection,Base,160089,0,0.3467,18.0635,3.3733,1.3196,3.8222
Intersection,Base,160090,0,0.2200,18.0586,3.2301,1.3667,5.3526
Intersection,Base,160091,0,0.3667,18.0634,3.0900,1.2870,3.0221
Intersection,Base,160092,0,0.3067,18.0583,2.9142,1.5152,4.0163
Intersection,Base,160093,0,0.2267,18.0582,3.1203,1.5201,5.7516
Intersection,Base,160094,0,0.2867,18.0586,2.8679,1.3481,6.3705
Intersection,Base,160095,0,0.3200,18.0641,2.7681,1.4773,9.6955
Intersection,Base,160096,0,0.3533,18.0647,3.0078,1.3175,3.6021
Intersection,Base,160097,0,0.2667,18.0656,2.9377,1.4097,4.9046
Intersection,Base,160098,0,0.2333,18.0642,2.9767,1.5684,4.9114
Intersection,Base,160099,0,0.3733,18.0647,3.1371,1.2973,4.0021
Intersection,OT,160000,0,0.2800,18.0581,3.0341,1.3700,3.7297
Intersection,OT,160001,0,0.2067,18.0631,2.9674,1.4682,5.5663
Intersection,OT,160002,0,0.2600,18.0620,2.4814,1.5740,6.5824
Intersection,OT,160003,0,0.2467,18.0587,2.5944,2.3688,9.2136
Intersection,OT,160004,0,0.2000,18.0585,3.1191,1.5150,7.3015
Intersection,OT,160005,0,0.2400,18.0638,3.2437,1.2980,2.9807
Intersection,OT,160006,0,0.2467,18.0643,2.9481,1.7395,7.2230
Intersection,OT,160007,0,0.1800,18.0633,3.1310,1.5042,3.5722
Intersection,OT,160008,0,0.2133,18.0675,2.6414,1.4978,6.3859
Intersection,OT,160009,0,0.1800,18.0642,3.0841,1.4150,3.3060
Intersection,OT,160010,0,0.2467,18.0661,2.9383,1.3802,3.9842
Intersection,OT,160011,0,0.2933,18.0632,3.2176,1.4843,6.0611
Intersection,OT,160012,0,0.1533,18.0642,2.6019,1.5083,4.3664
Intersection,OT,160013,0,0.2000,18.0644,2.6583,1.3834,5.3457
Intersection,OT,160014,0,0.2067,18.0656,2.4484,1.7418,7.9945
Intersection,OT,160015,0,0.2600,18.0635,2.7975,1.4272,4.7988
Intersection,OT,160016,0,0.2267,18.0636,2.9444,1.5617,9.0978
Intersection,OT,160017,0,0.2800,18.0629,2.6920,1.5955,7.8795
Intersection,OT,160018,0,0.2667,18.0644,3.2935,1.6343,7.7901
