weight_type,scenario_id,obs_id,mode,timestep,x,y,probability
UNIFORM,0,0,turn_left,0,5.0000,0.0000,0.1667
UNIFORM,0,0,turn_left,1,4.9014,-0.0045,0.1667
UNIFORM,0,0,turn_left,2,4.8014,-0.0082,0.1667
UNIFORM,0,0,turn_left,3,4.6982,-0.0119,0.1667
UNIFORM,0,0,turn_left,4,4.5927,-0.0220,0.1667
UNIFORM,0,0,turn_left,5,4.4842,-0.0360,0.1667
UNIFORM,0,0,turn_left,6,4.3755,-0.0526,0.1667
UNIFORM,0,0,turn_left,7,4.2716,-0.0682,0.1667
UNIFORM,0,0,turn_left,8,4.1657,-0.0816,0.1667
UNIFORM,0,0,turn_left,9,4.0535,-0.0971,0.1667
UNIFORM,0,0,turn_left,10,3.9374,-0.1128,0.1667
UNIFORM,0,0,turn_left,11,3.8180,-0.1274,0.1667
UNIFORM,0,0,turn_left,12,3.7001,-0.1426,0.1667
UNIFORM,0,0,turn_left,13,3.5829,-0.1593,0.1667
UNIFORM,0,0,turn_left,14,3.4658,-0.1780,0.1667
UNIFORM,0,0,turn_left,15,3.3491,-0.1986,0.1667
UNIFORM,1,0,decelerating,0,5.0000,0.0000,0.1667
UNIFORM,1,0,decelerating,1,4.9019,-0.0028,0.1667
UNIFORM,1,0,decelerating,2,4.8037,-0.0123,0.1667
UNIFORM,1,0,decelerating,3,4.7023,-0.0289,0.1667
UNIFORM,1,0,decelerating,4,4.5963,-0.0551,0.1667
UNIFORM,1,0,decelerating,5,4.4833,-0.0889,0.1667
UNIFORM,1,0,decelerating,6,4.3607,-0.1285,0.1667
UNIFORM,1,0,decelerating,7,4.2315,-0.1698,0.1667
UNIFORM,1,0,decelerating,8,4.0986,-0.2136,0.1667
UNIFORM,1,0,decelerating,9,3.9602,-0.2599,0.1667
UNIFORM,1,0,decelerating,10,3.8165,-0.3016,0.1667
UNIFORM,1,0,decelerating,11,3.6704,-0.3375,0.1667
UNIFORM,1,0,decelerating,12,3.5211,-0.3741,0.1667
UNIFORM,1,0,decelerating,13,3.3642,-0.4137,0.1667
UNIFORM,1,0,decelerating,14,3.1964,-0.4577,0.1667
UNIFORM,1,0,decelerating,15,3.0214,-0.5087,0.1667
UNIFORM,2,0,lane_change_left,0,5.0000,0.0000,0.1667
UNIFORM,2,0,lane_change_left,1,4.9016,0.0277,0.1667
UNIFORM,2,0,lane_change_left,2,4.8060,0.0565,0.1667
UNIFORM,2,0,lane_change_left,3,4.7121,0.0899,0.1667
UNIFORM,2,0,lane_change_left,4,4.6164,0.1246,0.1667
UNIFORM,2,0,lane_change_left,5,4.5222,0.1562,0.1667
UNIFORM,2,0,lane_change_left,6,4.4341,0.1893,0.1667
UNIFORM,2,0,lane_change_left,7,4.3495,0.2225,0.1667
UNIFORM,2,0,lane_change_left,8,4.2668,0.2513,0.1667
UNIFORM,2,0,lane_change_left,9,4.1861,0.2818,0.1667
UNIFORM,2,0,lane_change_left,10,4.1047,0.3119,0.1667
UNIFORM,2,0,lane_change_left,11,4.0209,0.3376,0.1667
UNIFORM,2,0,lane_change_left,12,3.9371,0.3605,0.1667
UNIFORM,2,0,lane_change_left,13,3.8603,0.3806,0.1667
UNIFORM,2,0,lane_change_left,14,3.7881,0.3992,0.1667
UNIFORM,2,0,lane_change_left,15,3.7162,0.4246,0.1667
UNIFORM,3,0,decelerating,0,5.0000,0.0000,0.1667
UNIFORM,3,0,decelerating,1,4.9003,0.0015,0.1667
UNIFORM,3,0,decelerating,2,4.7978,0.0005,0.1667
UNIFORM,3,0,decelerating,3,4.6883,-0.0025,0.1667
UNIFORM,3,0,decelerating,4,4.5699,-0.0105,0.1667
UNIFORM,3,0,decelerating,5,4.4452,-0.0295,0.1667
UNIFORM,3,0,decelerating,6,4.3136,-0.0551,0.1667
UNIFORM,3,0,decelerating,7,4.1754,-0.0860,0.1667
UNIFORM,3,0,decelerating,8,4.0306,-0.1228,0.1667
UNIFORM,3,0,decelerating,9,3.8769,-0.1661,0.1667
UNIFORM,3,0,decelerating,10,3.7151,-0.2200,0.1667
UNIFORM,3,0,decelerating,11,3.5534,-0.2824,0.1667
UNIFORM,3,0,decelerating,12,3.3894,-0.3523,0.1667
UNIFORM,3,0,decelerating,13,3.2169,-0.4306,0.1667
UNIFORM,3,0,decelerating,14,3.0329,-0.5122,0.1667
UNIFORM,3,0,decelerating,15,2.8387,-0.5957,0.1667
UNIFORM,4,0,decelerating,0,5.0000,0.0000,0.1667
UNIFORM,4,0,decelerating,1,4.9027,0.0025,0.1667
UNIFORM,4,0,decelerating,2,4.8020,0.0023,0.1667
UNIFORM,4,0,decelerating,3,4.6984,-0.0066,0.1667
UNIFORM,4,0,decelerating,4,4.5936,-0.0192,0.1667
UNIFORM,4,0,decelerating,5,4.4896,-0.0367,0.1667
UNIFORM,4,0,decelerating,6,4.3836,-0.0637,0.1667
UNIFORM,4,0,decelerating,7,4.2675,-0.0968,0.1667
UNIFORM,4,0,decelerating,8,4.1426,-0.1332,0.1667
UNIFORM,4,0,decelerating,9,4.0123,-0.1705,0.1667
UNIFORM,4,0,decelerating,10,3.8782,-0.2109,0.1667
UNIFORM,4,0,decelerating,11,3.7404,-0.2579,0.1667
UNIFORM,4,0,decelerating,12,3.5997,-0.3119,0.1667
UNIFORM,4,0,decelerating,13,3.4532,-0.3715,0.1667
UNIFORM,4,0,decelerating,14,3.3012,-0.4362,0.1667
UNIFORM,4,0,decelerating,15,3.1445,-0.5052,0.1667
UNIFORM,5,0,turn_right,0,5.0000,0.0000,0.1667
UNIFORM,5,0,turn_right,1,4.9011,-0.0032,0.1667
UNIFORM,5,0,turn_right,2,4.8043,-0.0073,0.1667
UNIFORM,5,0,turn_right,3,4.7065,-0.0045,0.1667
UNIFORM,5,0,turn_right,4,4.6115,0.0040,0.1667
UNIFORM,5,0,turn_right,5,4.5200,0.0148,0.1667
UNIFORM,5,0,turn_right,6,4.4273,0.0281,0.1667
UNIFORM,5,0,turn_right,7,4.3352,0.0464,0.1667
UNIFORM,5,0,turn_right,8,4.2435,0.0691,0.1667
UNIFORM,5,0,turn_right,9,4.1546,0.0923,0.1667
UNIFORM,5,0,turn_right,10,4.0691,0.1157,0.1667
UNIFORM,5,0,turn_right,11,3.9869,0.1414,0.1667
UNIFORM,5,0,turn_right,12,3.9093,0.1717,0.1667
UNIFORM,5,0,turn_right,13,3.8299,0.2098,0.1667
UNIFORM,5,0,turn_right,14,3.7446,0.2507,0.1667
UNIFORM,5,0,turn_right,15,3.6508,0.2895,0.1667
UNIFORM,6,0,turn_right,0,5.0000,0.0000,0.1667
UNIFORM,6,0,turn_right,1,4.8967,0.0029,0.1667
UNIFORM,6,0,turn_right,2,4.7936,0.0072,0.1667
UNIFORM,6,0,turn_right,3,4.6916,0.0153,0.1667
UNIFORM,6,0,turn_right,4,4.5891,0.0370,0.1667
UNIFORM,6,0,turn_right,5,4.4858,0.0712,0.1667
UNIFORM,6,0,turn_right,6,4.3812,0.1105,0.1667
UNIFORM,6,0,turn_right,7,4.2808,0.1529,0.1667
UNIFORM,6,0,turn_right,8,4.1792,0.1961,0.1667
UNIFORM,6,0,turn_right,9,4.0775,0.2433,0.1667
UNIFORM,6,0,turn_right,10,3.9798,0.2976,0.1667
UNIFORM,6,0,turn_right,11,3.8898,0.3560,0.1667
UNIFORM,6,0,turn_right,12,3.8085,0.4173,0.1667
UNIFORM,6,0,turn_right,13,3.7306,0.4805,0.1667
UNIFORM,6,0,turn_right,14,3.6577,0.5404,0.1667
UNIFORM,6,0,turn_right,15,3.5888,0.5976,0.1667
UNIFORM,7,0,constant_velocity,0,5.0000,0.0000,0.1667
UNIFORM,7,0,constant_velocity,1,4.8976,-0.0015,0.1667
UNIFORM,7,0,constant_velocity,2,4.7926,-0.0088,0.1667
UNIFORM,7,0,constant_velocity,3,4.6839,-0.0246,0.1667
UNIFORM,7,0,constant_velocity,4,4.5691,-0.0410,0.1667
UNIFORM,7,0,constant_velocity,5,4.4492,-0.0565,0.1667
UNIFORM,7,0,constant_velocity,6,4.3294,-0.0756,0.1667
UNIFORM,7,0,constant_velocity,7,4.2128,-0.0977,0.1667
UNIFORM,7,0,constant_velocity,8,4.0928,-0.1204,0.1667
UNIFORM,7,0,constant_velocity,9,3.9644,-0.1433,0.1667
UNIFORM,7,0,constant_velocity,10,3.8302,-0.1669,0.1667
UNIFORM,7,0,constant_velocity,11,3.6929,-0.1904,0.1667
UNIFORM,7,0,constant_velocity,12,3.5503,-0.2092,0.1667
UNIFORM,7,0,constant_velocity,13,3.4007,-0.2200,0.1667
UNIFORM,7,0,constant_velocity,14,3.2486,-0.2274,0.1667
UNIFORM,7,0,constant_velocity,15,3.0977,-0.2392,0.1667
UNIFORM,8,0,decelerating,0,5.0000,0.0000,0.1667
UNIFORM,8,0,decelerating,1,4.8986,0.0019,0.1667
UNIFORM,8,0,decelerating,2,4.7908,0.0021,0.1667
UNIFORM,8,0,decelerating,3,4.6769,-0.0003,0.1667
UNIFORM,8,0,decelerating,4,4.5612,-0.0085,0.1667
UNIFORM,8,0,decelerating,5,4.4443,-0.0247,0.1667
UNIFORM,8,0,decelerating,6,4.3262,-0.0483,0.1667
UNIFORM,8,0,decelerating,7,4.2052,-0.0793,0.1667
UNIFORM,8,0,decelerating,8,4.0770,-0.1189,0.1667
UNIFORM,8,0,decelerating,9,3.9426,-0.1649,0.1667
UNIFORM,8,0,decelerating,10,3.8020,-0.2136,0.1667
UNIFORM,8,0,decelerating,11,3.6553,-0.2656,0.1667
UNIFORM,8,0,decelerating,12,3.5034,-0.3176,0.1667
UNIFORM,8,0,decelerating,13,3.3453,-0.3641,0.1667
UNIFORM,8,0,decelerating,14,3.1773,-0.4103,0.1667
UNIFORM,8,0,decelerating,15,3.0004,-0.4629,0.1667
UNIFORM,9,0,constant_velocity,0,5.0000,0.0000,0.1667
UNIFORM,9,0,constant_velocity,1,4.8993,-0.0015,0.1667
UNIFORM,9,0,constant_velocity,2,4.7965,-0.0018,0.1667
UNIFORM,9,0,constant_velocity,3,4.6977,-0.0006,0.1667
UNIFORM,9,0,constant_velocity,4,4.6033,0.0007,0.1667
UNIFORM,9,0,constant_velocity,5,4.5160,0.0035,0.1667
UNIFORM,9,0,constant_velocity,6,4.4392,0.0104,0.1667
UNIFORM,9,0,constant_velocity,7,4.3656,0.0235,0.1667
UNIFORM,9,0,constant_velocity,8,4.2945,0.0414,0.1667
UNIFORM,9,0,constant_velocity,9,4.2222,0.0624,0.1667
UNIFORM,9,0,constant_velocity,10,4.1486,0.0852,0.1667
UNIFORM,9,0,constant_velocity,11,4.0790,0.1102,0.1667
UNIFORM,9,0,constant_velocity,12,4.0095,0.1378,0.1667
UNIFORM,9,0,constant_velocity,13,3.9348,0.1651,0.1667
UNIFORM,9,0,constant_velocity,14,3.8569,0.1904,0.1667
UNIFORM,9,0,constant_velocity,15,3.7741,0.2182,0.1667
UNIFORM,10,0,lane_change_right,0,5.0000,0.0000,0.1667
UNIFORM,10,0,lane_change_right,1,4.9039,-0.0325,0.1667
UNIFORM,10,0,lane_change_right,2,4.8086,-0.0694,0.1667
UNIFORM,10,0,lane_change_right,3,4.7150,-0.1086,0.1667
UNIFORM,10,0,lane_change_right,4,4.6277,-0.1482,0.1667
UNIFORM,10,0,lane_change_right,5,4.5415,-0.1897,0.1667
UNIFORM,10,0,lane_change_right,6,4.4551,-0.2311,0.1667
UNIFORM,10,0,lane_change_right,7,4.3731,-0.2760,0.1667
UNIFORM,10,0,lane_change_right,8,4.2993,-0.3242,0.1667
UNIFORM,10,0,lane_change_right,9,4.2286,-0.3726,0.1667
UNIFORM,10,0,lane_change_right,10,4.1596,-0.4217,0.1667
UNIFORM,10,0,lane_change_right,11,4.0894,-0.4693,0.1667
UNIFORM,10,0,lane_change_right,12,4.0182,-0.5139,0.1667
UNIFORM,10,0,lane_change_right,13,3.9483,-0.5596,0.1667
UNIFORM,10,0,lane_change_right,14,3.8760,-0.6006,0.1667
UNIFORM,10,0,lane_change_right,15,3.7991,-0.6356,0.1667
UNIFORM,11,0,constant_velocity,0,5.0000,0.0000,0.1667
UNIFORM,11,0,constant_velocity,1,4.8990,0.0025,0.1667
UNIFORM,11,0,constant_velocity,2,4.7972,0.0080,0.1667
UNIFORM,11,0,constant_velocity,3,4.6923,0.0059,0.1667
UNIFORM,11,0,constant_velocity,4,4.5868,0.0007,0.1667
UNIFORM,11,0,constant_velocity,5,4.4833,0.0015,0.1667
UNIFORM,11,0,constant_velocity,6,4.3798,0.0071,0.1667
UNIFORM,11,0,constant_velocity,7,4.2793,0.0181,0.1667
UNIFORM,11,0,constant_velocity,8,4.1812,0.0305,0.1667
UNIFORM,11,0,constant_velocity,9,4.0796,0.0421,0.1667
UNIFORM,11,0,constant_velocity,10,3.9766,0.0521,0.1667
UNIFORM,11,0,constant_velocity,11,3.8759,0.0587,0.1667
UNIFORM,11,0,constant_velocity,12,3.7765,0.0586,0.1667
UNIFORM,11,0,constant_velocity,13,3.6789,0.0544,0.1667
UNIFORM,11,0,constant_velocity,14,3.5777,0.0524,0.1667
UNIFORM,11,0,constant_velocity,15,3.4717,0.0578,0.1667
UNIFORM,12,0,lane_change_left,0,5.0000,0.0000,0.1667
UNIFORM,12,0,lane_change_left,1,4.8975,0.0321,0.1667
UNIFORM,12,0,lane_change_left,2,4.7905,0.0616,0.1667
UNIFORM,12,0,lane_change_left,3,4.6804,0.0826,0.1667
UNIFORM,12,0,lane_change_left,4,4.5728,0.1011,0.1667
UNIFORM,12,0,lane_change_left,5,4.4708,0.1221,0.1667
UNIFORM,12,0,lane_change_left,6,4.3725,0.1473,0.1667
UNIFORM,12,0,lane_change_left,7,4.2749,0.1718,0.1667
UNIFORM,12,0,lane_change_left,8,4.1739,0.1926,0.1667
UNIFORM,12,0,lane_change_left,9,4.0643,0.2162,0.1667
UNIFORM,12,0,lane_change_left,10,3.9436,0.2441,0.1667
UNIFORM,12,0,lane_change_left,11,3.8178,0.2742,0.1667
UNIFORM,12,0,lane_change_left,12,3.6903,0.3056,0.1667
UNIFORM,12,0,lane_change_left,13,3.5605,0.3361,0.1667
UNIFORM,12,0,lane_change_left,14,3.4273,0.3691,0.1667
UNIFORM,12,0,lane_change_left,15,3.2927,0.4063,0.1667
UNIFORM,13,0,turn_right,0,5.0000,0.0000,0.1667
UNIFORM,13,0,turn_right,1,4.8997,0.0015,0.1667
UNIFORM,13,0,turn_right,2,4.7983,0.0027,0.1667
UNIFORM,13,0,turn_right,3,4.6973,0.0025,0.1667
UNIFORM,13,0,turn_right,4,4.5941,0.0013,0.1667
UNIFORM,13,0,turn_right,5,4.4854,-0.0015,0.1667
UNIFORM,13,0,turn_right,6,4.3738,-0.0084,0.1667
UNIFORM,13,0,turn_right,7,4.2654,-0.0199,0.1667
UNIFORM,13,0,turn_right,8,4.1594,-0.0329,0.1667
UNIFORM,13,0,turn_right,9,4.0555,-0.0480,0.1667
UNIFORM,13,0,turn_right,10,3.9557,-0.0619,0.1667
UNIFORM,13,0,turn_right,11,3.8552,-0.0731,0.1667
UNIFORM,13,0,turn_right,12,3.7532,-0.0804,0.1667
UNIFORM,13,0,turn_right,13,3.6494,-0.0772,0.1667
UNIFORM,13,0,turn_right,14,3.5450,-0.0642,0.1667
UNIFORM,13,0,turn_right,15,3.4422,-0.0462,0.1667
UNIFORM,14,0,lane_change_right,0,5.0000,0.0000,0.1667
UNIFORM,14,0,lane_change_right,1,4.9008,-0.0295,0.1667
UNIFORM,14,0,lane_change_right,2,4.8064,-0.0570,0.1667
UNIFORM,14,0,lane_change_right,3,4.7144,-0.0797,0.1667
UNIFORM,14,0,lane_change_right,4,4.6189,-0.1006,0.1667
UNIFORM,14,0,lane_change_right,5,4.5194,-0.1254,0.1667
UNIFORM,14,0,lane_change_right,6,4.4186,-0.1532,0.1667
UNIFORM,14,0,lane_change_right,7,4.3100,-0.1823,0.1667
UNIFORM,14,0,lane_change_right,8,4.1914,-0.2099,0.1667
UNIFORM,14,0,lane_change_right,9,4.0701,-0.2289,0.1667
UNIFORM,14,0,lane_change_right,10,3.9509,-0.2425,0.1667
UNIFORM,14,0,lane_change_right,11,3.8380,-0.2558,0.1667
UNIFORM,14,0,lane_change_right,12,3.7286,-0.2658,0.1667
UNIFORM,14,0,lane_change_right,13,3.6200,-0.2731,0.1667
UNIFORM,14,0,lane_change_right,14,3.5135,-0.2748,0.1667
UNIFORM,14,0,lane_change_right,15,3.4097,-0.2724,0.1667
UNIFORM,15,0,lane_change_right,0,5.0000,0.0000,0.1667
UNIFORM,15,0,lane_change_right,1,4.9022,-0.0303,0.1667
UNIFORM,15,0,lane_change_right,2,4.8070,-0.0655,0.1667
UNIFORM,15,0,lane_change_right,3,4.7149,-0.1038,0.1667
UNIFORM,15,0,lane_change_right,4,4.6282,-0.1409,0.1667
UNIFORM,15,0,lane_change_right,5,4.5449,-0.1795,0.1667
UNIFORM,15,0,lane_change_right,6,4.4590,-0.2209,0.1667
UNIFORM,15,0,lane_change_right,7,4.3656,-0.2614,0.1667
UNIFORM,15,0,lane_change_right,8,4.2623,-0.2946,0.1667
UNIFORM,15,0,lane_change_right,9,4.1492,-0.3190,0.1667
UNIFORM,15,0,lane_change_right,10,4.0294,-0.3382,0.1667
UNIFORM,15,0,lane_change_right,11,3.9054,-0.3518,0.1667
UNIFORM,15,0,lane_change_right,12,3.7796,-0.3586,0.1667
UNIFORM,15,0,lane_change_right,13,3.6542,-0.3617,0.1667
UNIFORM,15,0,lane_change_right,14,3.5305,-0.3654,0.1667
UNIFORM,15,0,lane_change_right,15,3.4051,-0.3736,0.1667
UNIFORM,16,0,constant_velocity,0,5.0000,0.0000,0.1667
UNIFORM,16,0,constant_velocity,1,4.9042,0.0060,0.1667
UNIFORM,16,0,constant_velocity,2,4.8146,0.0171,0.1667
UNIFORM,16,0,constant_velocity,3,4.7260,0.0256,0.1667
UNIFORM,16,0,constant_velocity,4,4.6349,0.0313,0.1667
UNIFORM,16,0,constant_velocity,5,4.5472,0.0358,0.1667
UNIFORM,16,0,constant_velocity,6,4.4613,0.0399,0.1667
UNIFORM,16,0,constant_velocity,7,4.3727,0.0442,0.1667
UNIFORM,16,0,constant_velocity,8,4.2867,0.0488,0.1667
UNIFORM,16,0,constant_velocity,9,4.2045,0.0516,0.1667
UNIFORM,16,0,constant_velocity,10,4.1287,0.0531,0.1667
UNIFORM,16,0,constant_velocity,11,4.0584,0.0533,0.1667
UNIFORM,16,0,constant_velocity,12,3.9903,0.0531,0.1667
UNIFORM,16,0,constant_velocity,13,3.9204,0.0504,0.1667
UNIFORM,16,0,constant_velocity,14,3.8483,0.0423,0.1667
UNIFORM,16,0,constant_velocity,15,3.7776,0.0298,0.1667
UNIFORM,17,0,turn_right,0,5.0000,0.0000,0.1667
UNIFORM,17,0,turn_right,1,4.9002,0.0008,0.1667
UNIFORM,17,0,turn_right,2,4.7989,-0.0006,0.1667
UNIFORM,17,0,turn_right,3,4.6903,-0.0028,0.1667
UNIFORM,17,0,turn_right,4,4.5754,0.0028,0.1667
UNIFORM,17,0,turn_right,5,4.4641,0.0188,0.1667
UNIFORM,17,0,turn_right,6,4.3625,0.0428,0.1667
UNIFORM,17,0,turn_right,7,4.2620,0.0758,0.1667
UNIFORM,17,0,turn_right,8,4.1593,0.1139,0.1667
UNIFORM,17,0,turn_right,9,4.0560,0.1558,0.1667
UNIFORM,17,0,turn_right,10,3.9454,0.2023,0.1667
UNIFORM,17,0,turn_right,11,3.8294,0.2491,0.1667
UNIFORM,17,0,turn_right,12,3.7163,0.2961,0.1667
UNIFORM,17,0,turn_right,13,3.6080,0.3486,0.1667
UNIFORM,17,0,turn_right,14,3.5018,0.4077,0.1667
UNIFORM,17,0,turn_right,15,3.3995,0.4725,0.1667
UNIFORM,18,0,turn_left,0,5.0000,0.0000,0.1667
UNIFORM,18,0,turn_left,1,4.8957,0.0035,0.1667
UNIFORM,18,0,turn_left,2,4.7857,0.0116,0.1667
UNIFORM,18,0,turn_left,3,4.6759,0.0155,0.1667
UNIFORM,18,0,turn_left,4,4.5724,0.0148,0.1667
UNIFORM,18,0,turn_left,5,4.4731,0.0122,0.1667
UNIFORM,18,0,turn_left,6,4.3752,0.0069,0.1667
UNIFORM,18,0,turn_left,7,4.2816,-0.0054,0.1667
UNIFORM,18,0,turn_left,8,4.1889,-0.0301,0.1667
UNIFORM,18,0,turn_left,9,4.1003,-0.0579,0.1667
UNIFORM,18,0,turn_left,10,4.0189,-0.0858,0.1667
UNIFORM,18,0,turn_left,11,3.9460,-0.1202,0.1667
UNIFORM,18,0,turn_left,12,3.8797,-0.1576,0.1667
UNIFORM,18,0,turn_left,13,3.8151,-0.1950,0.1667
UNIFORM,18,0,turn_left,14,3.7545,-0.2331,0.1667
UNIFORM,18,0,turn_left,15,3.6984,-0.2737,0.1667
UNIFORM,19,0,turn_left,0,5.0000,0.0000,0.1667
UNIFORM,19,0,turn_left,1,4.9014,-0.0013,0.1667
UNIFORM,19,0,turn_left,2,4.8054,-0.0025,0.1667
UNIFORM,19,0,turn_left,3,4.7093,-0.0071,0.1667
UNIFORM,19,0,turn_left,4,4.6139,-0.0157,0.1667
UNIFORM,19,0,turn_left,5,4.5227,-0.0308,0.1667
UNIFORM,19,0,turn_left,6,4.4329,-0.0480,0.1667
UNIFORM,19,0,turn_left,7,4.3436,-0.0625,0.1667
UNIFORM,19,0,turn_left,8,4.2579,-0.0733,0.1667
UNIFORM,19,0,turn_left,9,4.1792,-0.0851,0.1667
UNIFORM,19,0,turn_left,10,4.1030,-0.1071,0.1667
UNIFORM,19,0,turn_left,11,4.0227,-0.1353,0.1667
UNIFORM,19,0,turn_left,12,3.9420,-0.1697,0.1667
UNIFORM,19,0,turn_left,13,3.8584,-0.2122,0.1667
UNIFORM,19,0,turn_left,14,3.7738,-0.2565,0.1667
UNIFORM,19,0,turn_left,15,3.6971,-0.3006,0.1667
FREQUENCY,0,0,turn_left,0,5.0000,0.0000,0.2500
FREQUENCY,0,0,turn_left,1,4.9014,-0.0045,0.2500
FREQUENCY,0,0,turn_left,2,4.8014,-0.0082,0.2500
FREQUENCY,0,0,turn_left,3,4.6982,-0.0119,0.2500
FREQUENCY,0,0,turn_left,4,4.5927,-0.0220,0.2500
FREQUENCY,0,0,turn_left,5,4.4842,-0.0360,0.2500
FREQUENCY,0,0,turn_left,6,4.3755,-0.0526,0.2500
FREQUENCY,0,0,turn_left,7,4.2716,-0.0682,0.2500
FREQUENCY,0,0,turn_left,8,4.1657,-0.0816,0.2500
FREQUENCY,0,0,turn_left,9,4.0535,-0.0971,0.2500
FREQUENCY,0,0,turn_left,10,3.9374,-0.1128,0.2500
FREQUENCY,0,0,turn_left,11,3.8180,-0.1274,0.2500
FREQUENCY,0,0,turn_left,12,3.7001,-0.1426,0.2500
FREQUENCY,0,0,turn_left,13,3.5829,-0.1593,0.2500
FREQUENCY,0,0,turn_left,14,3.4658,-0.1780,0.2500
FREQUENCY,0,0,turn_left,15,3.3491,-0.1986,0.2500
FREQUENCY,1,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,1,0,constant_velocity,1,4.9019,-0.0028,0.7500
FREQUENCY,1,0,constant_velocity,2,4.8087,-0.0073,0.7500
FREQUENCY,1,0,constant_velocity,3,4.7173,-0.0139,0.7500
FREQUENCY,1,0,constant_velocity,4,4.6263,-0.0251,0.7500
FREQUENCY,1,0,constant_velocity,5,4.5333,-0.0389,0.7500
FREQUENCY,1,0,constant_velocity,6,4.4357,-0.0535,0.7500
FREQUENCY,1,0,constant_velocity,7,4.3365,-0.0648,0.7500
FREQUENCY,1,0,constant_velocity,8,4.2386,-0.0736,0.7500
FREQUENCY,1,0,constant_velocity,9,4.1402,-0.0799,0.7500
FREQUENCY,1,0,constant_velocity,10,4.0415,-0.0766,0.7500
FREQUENCY,1,0,constant_velocity,11,3.9454,-0.0625,0.7500
FREQUENCY,1,0,constant_velocity,12,3.8511,-0.0441,0.7500
FREQUENCY,1,0,constant_velocity,13,3.7542,-0.0237,0.7500
FREQUENCY,1,0,constant_velocity,14,3.6514,-0.0027,0.7500
FREQUENCY,1,0,constant_velocity,15,3.5464,0.0163,0.7500
FREQUENCY,2,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,2,0,constant_velocity,1,4.9016,-0.0023,0.7500
FREQUENCY,2,0,constant_velocity,2,4.8060,-0.0035,0.7500
FREQUENCY,2,0,constant_velocity,3,4.7121,-0.0001,0.7500
FREQUENCY,2,0,constant_velocity,4,4.6164,0.0046,0.7500
FREQUENCY,2,0,constant_velocity,5,4.5222,0.0062,0.7500
FREQUENCY,2,0,constant_velocity,6,4.4341,0.0093,0.7500
FREQUENCY,2,0,constant_velocity,7,4.3495,0.0125,0.7500
FREQUENCY,2,0,constant_velocity,8,4.2668,0.0113,0.7500
FREQUENCY,2,0,constant_velocity,9,4.1861,0.0118,0.7500
FREQUENCY,2,0,constant_velocity,10,4.1047,0.0119,0.7500
FREQUENCY,2,0,constant_velocity,11,4.0209,0.0076,0.7500
FREQUENCY,2,0,constant_velocity,12,3.9371,0.0005,0.7500
FREQUENCY,2,0,constant_velocity,13,3.8603,-0.0094,0.7500
FREQUENCY,2,0,constant_velocity,14,3.7881,-0.0208,0.7500
FREQUENCY,2,0,constant_velocity,15,3.7162,-0.0254,0.7500
FREQUENCY,3,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,3,0,constant_velocity,1,4.9003,0.0015,0.7500
FREQUENCY,3,0,constant_velocity,2,4.8028,0.0055,0.7500
FREQUENCY,3,0,constant_velocity,3,4.7033,0.0125,0.7500
FREQUENCY,3,0,constant_velocity,4,4.5999,0.0195,0.7500
FREQUENCY,3,0,constant_velocity,5,4.4952,0.0205,0.7500
FREQUENCY,3,0,constant_velocity,6,4.3886,0.0199,0.7500
FREQUENCY,3,0,constant_velocity,7,4.2804,0.0190,0.7500
FREQUENCY,3,0,constant_velocity,8,4.1706,0.0172,0.7500
FREQUENCY,3,0,constant_velocity,9,4.0569,0.0139,0.7500
FREQUENCY,3,0,constant_velocity,10,3.9401,0.0050,0.7500
FREQUENCY,3,0,constant_velocity,11,3.8284,-0.0074,0.7500
FREQUENCY,3,0,constant_velocity,12,3.7194,-0.0223,0.7500
FREQUENCY,3,0,constant_velocity,13,3.6069,-0.0406,0.7500
FREQUENCY,3,0,constant_velocity,14,3.4879,-0.0572,0.7500
FREQUENCY,3,0,constant_velocity,15,3.3637,-0.0707,0.7500
FREQUENCY,4,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,4,0,constant_velocity,1,4.9027,0.0025,0.7500
FREQUENCY,4,0,constant_velocity,2,4.8070,0.0073,0.7500
FREQUENCY,4,0,constant_velocity,3,4.7134,0.0084,0.7500
FREQUENCY,4,0,constant_velocity,4,4.6236,0.0108,0.7500
FREQUENCY,4,0,constant_velocity,5,4.5396,0.0133,0.7500
FREQUENCY,4,0,constant_velocity,6,4.4586,0.0113,0.7500
FREQUENCY,4,0,constant_velocity,7,4.3725,0.0082,0.7500
FREQUENCY,4,0,constant_velocity,8,4.2826,0.0068,0.7500
FREQUENCY,4,0,constant_velocity,9,4.1923,0.0095,0.7500
FREQUENCY,4,0,constant_velocity,10,4.1032,0.0141,0.7500
FREQUENCY,4,0,constant_velocity,11,4.0154,0.0171,0.7500
FREQUENCY,4,0,constant_velocity,12,3.9297,0.0181,0.7500
FREQUENCY,4,0,constant_velocity,13,3.8432,0.0185,0.7500
FREQUENCY,4,0,constant_velocity,14,3.7562,0.0188,0.7500
FREQUENCY,4,0,constant_velocity,15,3.6695,0.0198,0.7500
FREQUENCY,5,0,turn_left,0,5.0000,0.0000,0.2500
