weight_type,scenario_id,obs_id,mode,timestep,x,y,probability
FREQUENCY,5,0,turn_left,1,4.9011,-0.0092,0.2500
FREQUENCY,5,0,turn_left,2,4.8050,-0.0251,0.2500
FREQUENCY,5,0,turn_left,3,4.7085,-0.0399,0.2500
FREQUENCY,5,0,turn_left,4,4.6149,-0.0550,0.2500
FREQUENCY,5,0,turn_left,5,4.5250,-0.0730,0.2500
FREQUENCY,5,0,turn_left,6,4.4342,-0.0941,0.2500
FREQUENCY,5,0,turn_left,7,4.3441,-0.1158,0.2500
FREQUENCY,5,0,turn_left,8,4.2546,-0.1384,0.2500
FREQUENCY,5,0,turn_left,9,4.1677,-0.1659,0.2500
FREQUENCY,5,0,turn_left,10,4.0846,-0.1984,0.2500
FREQUENCY,5,0,turn_left,11,4.0049,-0.2336,0.2500
FREQUENCY,5,0,turn_left,12,3.9304,-0.2689,0.2500
FREQUENCY,5,0,turn_left,13,3.8538,-0.3008,0.2500
FREQUENCY,5,0,turn_left,14,3.7711,-0.3348,0.2500
FREQUENCY,5,0,turn_left,15,3.6798,-0.3762,0.2500
FREQUENCY,6,0,turn_left,0,5.0000,0.0000,0.2500
FREQUENCY,6,0,turn_left,1,4.8967,-0.0031,0.2500
FREQUENCY,6,0,turn_left,2,4.7936,-0.0112,0.2500
FREQUENCY,6,0,turn_left,3,4.6918,-0.0214,0.2500
FREQUENCY,6,0,turn_left,4,4.5895,-0.0244,0.2500
FREQUENCY,6,0,turn_left,5,4.4853,-0.0209,0.2500
FREQUENCY,6,0,turn_left,6,4.3785,-0.0186,0.2500
FREQUENCY,6,0,turn_left,7,4.2748,-0.0195,0.2500
FREQUENCY,6,0,turn_left,8,4.1686,-0.0256,0.2500
FREQUENCY,6,0,turn_left,9,4.0612,-0.0343,0.2500
FREQUENCY,6,0,turn_left,10,3.9566,-0.0418,0.2500
FREQUENCY,6,0,turn_left,11,3.8582,-0.0514,0.2500
FREQUENCY,6,0,turn_left,12,3.7671,-0.0632,0.2500
FREQUENCY,6,0,turn_left,13,3.6778,-0.0783,0.2500
FREQUENCY,6,0,turn_left,14,3.5921,-0.1016,0.2500
FREQUENCY,6,0,turn_left,15,3.5096,-0.1322,0.2500
FREQUENCY,7,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,7,0,constant_velocity,1,4.8976,-0.0015,0.7500
FREQUENCY,7,0,constant_velocity,2,4.7926,-0.0088,0.7500
FREQUENCY,7,0,constant_velocity,3,4.6839,-0.0246,0.7500
FREQUENCY,7,0,constant_velocity,4,4.5691,-0.0410,0.7500
FREQUENCY,7,0,constant_velocity,5,4.4492,-0.0565,0.7500
FREQUENCY,7,0,constant_velocity,6,4.3294,-0.0756,0.7500
FREQUENCY,7,0,constant_velocity,7,4.2128,-0.0977,0.7500
FREQUENCY,7,0,constant_velocity,8,4.0928,-0.1204,0.7500
FREQUENCY,7,0,constant_velocity,9,3.9644,-0.1433,0.7500
FREQUENCY,7,0,constant_velocity,10,3.8302,-0.1669,0.7500
FREQUENCY,7,0,constant_velocity,11,3.6929,-0.1904,0.7500
FREQUENCY,7,0,constant_velocity,12,3.5503,-0.2092,0.7500
FREQUENCY,7,0,constant_velocity,13,3.4007,-0.2200,0.7500
FREQUENCY,7,0,constant_velocity,14,3.2486,-0.2274,0.7500
FREQUENCY,7,0,constant_velocity,15,3.0977,-0.2392,0.7500
FREQUENCY,8,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,8,0,constant_velocity,1,4.8986,0.0019,0.7500
FREQUENCY,8,0,constant_velocity,2,4.7958,0.0071,0.7500
FREQUENCY,8,0,constant_velocity,3,4.6919,0.0147,0.7500
FREQUENCY,8,0,constant_velocity,4,4.5912,0.0215,0.7500
FREQUENCY,8,0,constant_velocity,5,4.4943,0.0253,0.7500
FREQUENCY,8,0,constant_velocity,6,4.4012,0.0267,0.7500
FREQUENCY,8,0,constant_velocity,7,4.3102,0.0257,0.7500
FREQUENCY,8,0,constant_velocity,8,4.2170,0.0211,0.7500
FREQUENCY,8,0,constant_velocity,9,4.1226,0.0151,0.7500
FREQUENCY,8,0,constant_velocity,10,4.0270,0.0114,0.7500
FREQUENCY,8,0,constant_velocity,11,3.9303,0.0094,0.7500
FREQUENCY,8,0,constant_velocity,12,3.8334,0.0124,0.7500
FREQUENCY,8,0,constant_velocity,13,3.7353,0.0259,0.7500
FREQUENCY,8,0,constant_velocity,14,3.6323,0.0447,0.7500
FREQUENCY,8,0,constant_velocity,15,3.5254,0.0621,0.7500
FREQUENCY,9,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,9,0,constant_velocity,1,4.8993,-0.0015,0.7500
FREQUENCY,9,0,constant_velocity,2,4.7965,-0.0018,0.7500
FREQUENCY,9,0,constant_velocity,3,4.6977,-0.0006,0.7500
FREQUENCY,9,0,constant_velocity,4,4.6033,0.0007,0.7500
FREQUENCY,9,0,constant_velocity,5,4.5160,0.0035,0.7500
FREQUENCY,9,0,constant_velocity,6,4.4392,0.0104,0.7500
FREQUENCY,9,0,constant_velocity,7,4.3656,0.0235,0.7500
FREQUENCY,9,0,constant_velocity,8,4.2945,0.0414,0.7500
FREQUENCY,9,0,constant_velocity,9,4.2222,0.0624,0.7500
FREQUENCY,9,0,constant_velocity,10,4.1486,0.0852,0.7500
FREQUENCY,9,0,constant_velocity,11,4.0790,0.1102,0.7500
FREQUENCY,9,0,constant_velocity,12,4.0095,0.1378,0.7500
FREQUENCY,9,0,constant_velocity,13,3.9348,0.1651,0.7500
FREQUENCY,9,0,constant_velocity,14,3.8569,0.1904,0.7500
FREQUENCY,9,0,constant_velocity,15,3.7741,0.2182,0.7500
FREQUENCY,10,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,10,0,constant_velocity,1,4.9039,-0.0025,0.7500
FREQUENCY,10,0,constant_velocity,2,4.8086,-0.0094,0.7500
FREQUENCY,10,0,constant_velocity,3,4.7150,-0.0186,0.7500
FREQUENCY,10,0,constant_velocity,4,4.6277,-0.0282,0.7500
FREQUENCY,10,0,constant_velocity,5,4.5415,-0.0397,0.7500
FREQUENCY,10,0,constant_velocity,6,4.4551,-0.0511,0.7500
FREQUENCY,10,0,constant_velocity,7,4.3731,-0.0660,0.7500
FREQUENCY,10,0,constant_velocity,8,4.2993,-0.0842,0.7500
FREQUENCY,10,0,constant_velocity,9,4.2286,-0.1026,0.7500
FREQUENCY,10,0,constant_velocity,10,4.1596,-0.1217,0.7500
FREQUENCY,10,0,constant_velocity,11,4.0894,-0.1393,0.7500
FREQUENCY,10,0,constant_velocity,12,4.0182,-0.1539,0.7500
FREQUENCY,10,0,constant_velocity,13,3.9483,-0.1696,0.7500
FREQUENCY,10,0,constant_velocity,14,3.8760,-0.1806,0.7500
FREQUENCY,10,0,constant_velocity,15,3.7991,-0.1856,0.7500
FREQUENCY,11,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,11,0,constant_velocity,1,4.8990,0.0025,0.7500
FREQUENCY,11,0,constant_velocity,2,4.7972,0.0080,0.7500
FREQUENCY,11,0,constant_velocity,3,4.6923,0.0059,0.7500
FREQUENCY,11,0,constant_velocity,4,4.5868,0.0007,0.7500
FREQUENCY,11,0,constant_velocity,5,4.4833,0.0015,0.7500
FREQUENCY,11,0,constant_velocity,6,4.3798,0.0071,0.7500
FREQUENCY,11,0,constant_velocity,7,4.2793,0.0181,0.7500
FREQUENCY,11,0,constant_velocity,8,4.1812,0.0305,0.7500
FREQUENCY,11,0,constant_velocity,9,4.0796,0.0421,0.7500
FREQUENCY,11,0,constant_velocity,10,3.9766,0.0521,0.7500
FREQUENCY,11,0,constant_velocity,11,3.8759,0.0587,0.7500
FREQUENCY,11,0,constant_velocity,12,3.7765,0.0586,0.7500
FREQUENCY,11,0,constant_velocity,13,3.6789,0.0544,0.7500
FREQUENCY,11,0,constant_velocity,14,3.5777,0.0524,0.7500
FREQUENCY,11,0,constant_velocity,15,3.4717,0.0578,0.7500
FREQUENCY,12,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,12,0,constant_velocity,1,4.8975,0.0021,0.7500
FREQUENCY,12,0,constant_velocity,2,4.7905,0.0016,0.7500
FREQUENCY,12,0,constant_velocity,3,4.6804,-0.0074,0.7500
FREQUENCY,12,0,constant_velocity,4,4.5728,-0.0189,0.7500
FREQUENCY,12,0,constant_velocity,5,4.4708,-0.0279,0.7500
FREQUENCY,12,0,constant_velocity,6,4.3725,-0.0327,0.7500
FREQUENCY,12,0,constant_velocity,7,4.2749,-0.0382,0.7500
FREQUENCY,12,0,constant_velocity,8,4.1739,-0.0474,0.7500
FREQUENCY,12,0,constant_velocity,9,4.0643,-0.0538,0.7500
FREQUENCY,12,0,constant_velocity,10,3.9436,-0.0559,0.7500
FREQUENCY,12,0,constant_velocity,11,3.8178,-0.0558,0.7500
FREQUENCY,12,0,constant_velocity,12,3.6903,-0.0544,0.7500
FREQUENCY,12,0,constant_velocity,13,3.5605,-0.0539,0.7500
FREQUENCY,12,0,constant_velocity,14,3.4273,-0.0509,0.7500
FREQUENCY,12,0,constant_velocity,15,3.2927,-0.0437,0.7500
FREQUENCY,13,0,turn_left,0,5.0000,0.0000,0.2500
FREQUENCY,13,0,turn_left,1,4.8997,-0.0045,0.2500
FREQUENCY,13,0,turn_left,2,4.7985,-0.0154,0.2500
FREQUENCY,13,0,turn_left,3,4.6981,-0.0337,0.2500
FREQUENCY,13,0,turn_left,4,4.5961,-0.0591,0.2500
FREQUENCY,13,0,turn_left,5,4.4896,-0.0923,0.2500
FREQUENCY,13,0,turn_left,6,4.3815,-0.1362,0.2500
FREQUENCY,13,0,turn_left,7,4.2784,-0.1913,0.2500
FREQUENCY,13,0,turn_left,8,4.1797,-0.2541,0.2500
FREQUENCY,13,0,turn_left,9,4.0857,-0.3251,0.2500
FREQUENCY,13,0,turn_left,10,3.9985,-0.4006,0.2500
FREQUENCY,13,0,turn_left,11,3.9131,-0.4789,0.2500
FREQUENCY,13,0,turn_left,12,3.8291,-0.5590,0.2500
FREQUENCY,13,0,turn_left,13,3.7456,-0.6341,0.2500
FREQUENCY,13,0,turn_left,14,3.6635,-0.7050,0.2500
FREQUENCY,13,0,turn_left,15,3.5846,-0.7765,0.2500
FREQUENCY,14,0,constant_velocity,0,5.0000,0.0000,0.7500
FREQUENCY,14,0,constant_velocity,1,4.9008,0.0005,0.7500
FREQUENCY,14,0,constant_velocity,2,4.8064,0.0030,0.7500
FREQUENCY,14,0,constant_velocity,3,4.7144,0.0103,0.7500
FREQUENCY,14,0,constant_velocity,4,4.6189,0.0194,0.7500
FREQUENCY,14,0,constant_velocity,5,4.5194,0.0246,0.7500
FREQUENCY,14,0,constant_velocity,6,4.4186,0.0268,0.7500
FREQUENCY,14,0,constant_velocity,7,4.3100,0.0277,0.7500
FREQUENCY,14,0,constant_velocity,8,4.1914,0.0301,0.7500
FREQUENCY,14,0,constant_velocity,9,4.0701,0.0411,0.7500
FREQUENCY,14,0,constant_velocity,10,3.9509,0.0575,0.7500
FREQUENCY,14,0,constant_velocity,11,3.8380,0.0742,0.7500
FREQUENCY,14,0,constant_velocity,12,3.7286,0.0942,0.7500
FREQUENCY,14,0,constant_velocity,13,3.6200,0.1169,0.7500
FREQUENCY,14,0,constant_velocity,14,3.5135,0.1452,0.7500
FREQUENCY,14,0,constant_velocity,15,3.4097,0.1776,0.7500
FREQUENCY,15,0,constant_velocity,0,5.0000,0.0000,0.7500
