step,scenario_id,obs_id,mode,timestep,pred_x,pred_y
22,0,0,constant_velocity,14,4.4524,0.7837
23,2,0,constant_velocity,0,5.1600,0.5000
23,2,0,constant_velocity,2,5.0085,0.4778
23,2,0,constant_velocity,4,4.8739,0.4561
23,2,0,constant_velocity,6,4.7649,0.4266
23,2,0,constant_velocity,8,4.6653,0.4093
23,2,0,constant_velocity,10,4.5722,0.3805
23,2,0,constant_velocity,12,4.4924,0.3351
23,2,0,constant_velocity,14,4.4165,0.2828
23,0,0,constant_velocity,0,5.1600,0.5000
23,0,0,constant_velocity,2,5.0051,0.5200
23,0,0,constant_velocity,4,4.8335,0.5589
23,0,0,constant_velocity,6,4.6553,0.5812
23,0,0,constant_velocity,8,4.4863,0.6043
23,0,0,constant_velocity,10,4.3099,0.6395
23,0,0,constant_velocity,12,4.1317,0.6851
23,0,0,constant_velocity,14,3.9472,0.7131
23,1,0,constant_velocity,0,5.1600,0.5000
23,1,0,constant_velocity,2,5.0015,0.4927
23,1,0,constant_velocity,4,4.8432,0.4837
23,1,0,constant_velocity,6,4.6770,0.4704
23,1,0,constant_velocity,8,4.5197,0.4425
23,1,0,constant_velocity,10,4.3580,0.4044
23,1,0,constant_velocity,12,4.1808,0.3657
23,1,0,constant_velocity,14,3.9931,0.3227
24,1,0,constant_velocity,0,5.0800,0.5000
24,1,0,constant_velocity,2,4.9337,0.4937
24,1,0,constant_velocity,4,4.8010,0.4899
24,1,0,constant_velocity,6,4.6547,0.4995
24,1,0,constant_velocity,8,4.4977,0.5184
24,1,0,constant_velocity,10,4.3207,0.5170
24,1,0,constant_velocity,12,4.1325,0.4994
24,1,0,constant_velocity,14,3.9485,0.4861
24,10,0,constant_velocity,0,5.0800,0.5000
24,10,0,constant_velocity,2,4.9343,0.4969
24,10,0,constant_velocity,4,4.7943,0.4895
24,10,0,constant_velocity,6,4.6637,0.4738
24,10,0,constant_velocity,8,4.5370,0.4587
24,10,0,constant_velocity,10,4.4156,0.4421
24,10,0,constant_velocity,12,4.2853,0.4205
24,10,0,constant_velocity,14,4.1468,0.4161
24,13,0,constant_velocity,0,5.0800,0.5000
24,13,0,constant_velocity,2,4.9252,0.5118
24,13,0,constant_velocity,4,4.7854,0.5228
24,13,0,constant_velocity,6,4.6496,0.5272
24,13,0,constant_velocity,8,4.5244,0.5265
24,13,0,constant_velocity,10,4.4034,0.5239
24,13,0,constant_velocity,12,4.2949,0.5265
24,13,0,constant_velocity,14,4.1984,0.5204
25,12,0,constant_velocity,0,5.0000,0.5000
25,12,0,constant_velocity,2,4.8548,0.4819
25,12,0,constant_velocity,4,4.7300,0.4571
25,12,0,constant_velocity,6,4.6068,0.4202
25,12,0,constant_velocity,8,4.4975,0.3626
25,12,0,constant_velocity,10,4.3913,0.3072
25,12,0,constant_velocity,12,4.3103,0.2742
25,12,0,constant_velocity,14,4.2258,0.2509
25,0,0,constant_velocity,0,5.0000,0.5000
25,0,0,constant_velocity,2,4.8309,0.5106
25,0,0,constant_velocity,4,4.6646,0.5287
25,0,0,constant_velocity,6,4.5093,0.5596
25,0,0,constant_velocity,8,4.3543,0.5827
25,0,0,constant_velocity,10,4.1963,0.5971
25,0,0,constant_velocity,12,4.0320,0.6123
25,0,0,constant_velocity,14,3.8664,0.6403
25,1,0,constant_velocity,0,5.0000,0.5000
25,1,0,constant_velocity,2,4.8433,0.5028
25,1,0,constant_velocity,4,4.7001,0.5160
25,1,0,constant_velocity,6,4.5733,0.5425
25,1,0,constant_velocity,8,4.4530,0.5767
25,1,0,constant_velocity,10,4.3282,0.6214
25,1,0,constant_velocity,12,4.2226,0.6762
25,1,0,constant_velocity,14,4.1157,0.7286
26,2,0,constant_velocity,0,4.9200,0.5000
26,2,0,constant_velocity,2,4.7612,0.4957
26,2,0,constant_velocity,4,4.6051,0.4973
26,2,0,constant_velocity,6,4.4566,0.4946
26,2,0,constant_velocity,8,4.3184,0.4922
26,2,0,constant_velocity,10,4.1912,0.4779
26,2,0,constant_velocity,12,4.0592,0.4581
26,2,0,constant_velocity,14,3.9260,0.4391
26,11,0,constant_velocity,0,4.9200,0.5000
26,11,0,constant_velocity,2,4.7686,0.5041
26,11,0,constant_velocity,4,4.6432,0.5017
26,11,0,constant_velocity,6,4.5358,0.4858
26,11,0,constant_velocity,8,4.4416,0.4844
26,11,0,constant_velocity,10,4.3512,0.4867
26,11,0,constant_velocity,12,4.2531,0.5015
26,11,0,constant_velocity,14,4.1567,0.5055
26,0,0,constant_velocity,0,4.9200,0.5000
26,0,0,constant_velocity,2,4.7490,0.4992
26,0,0,constant_velocity,4,4.5736,0.4908
26,0,0,constant_velocity,6,4.3888,0.4927
26,0,0,constant_velocity,8,4.2131,0.5017
26,0,0,constant_velocity,10,4.0553,0.5109
26,0,0,constant_velocity,12,3.9061,0.5193
26,0,0,constant_velocity,14,3.7854,0.5110
27,1,0,constant_velocity,0,4.8400,0.5000
27,1,0,constant_velocity,2,4.6838,0.4909
27,1,0,constant_velocity,4,4.5275,0.4804
27,1,0,constant_velocity,6,4.3718,0.4773
27,1,0,constant_velocity,8,4.2179,0.4990
27,1,0,constant_velocity,10,4.0579,0.5156
27,1,0,constant_velocity,12,3.9149,0.5314
27,1,0,constant_velocity,14,3.7721,0.5487
27,3,0,constant_velocity,0,4.8400,0.5000
27,3,0,constant_velocity,2,4.6717,0.4784
27,3,0,constant_velocity,4,4.4974,0.4340
27,3,0,constant_velocity,6,4.3290,0.3986
27,3,0,constant_velocity,8,4.1833,0.3531
27,3,0,constant_velocity,10,4.0322,0.3187
27,3,0,constant_velocity,12,3.8819,0.2967
27,3,0,constant_velocity,14,3.7202,0.2752
27,7,0,constant_velocity,0,4.8400,0.5000
27,7,0,constant_velocity,2,4.6857,0.5035
27,7,0,constant_velocity,4,4.5331,0.5116
27,7,0,constant_velocity,6,4.3973,0.4986
27,7,0,constant_velocity,8,4.2798,0.4930
27,7,0,constant_velocity,10,4.1570,0.5007
27,7,0,constant_velocity,12,4.0449,0.5105
27,7,0,constant_velocity,14,3.9283,0.5239
28,2,0,constant_velocity,0,4.7600,0.5000
28,2,0,constant_velocity,2,4.6019,0.4932
28,2,0,constant_velocity,4,4.4577,0.4642
28,2,0,constant_velocity,6,4.3090,0.4341
28,2,0,constant_velocity,8,4.1728,0.4085
28,2,0,constant_velocity,10,4.0636,0.3872
28,2,0,constant_velocity,12,3.9685,0.3735
28,2,0,constant_velocity,14,3.8863,0.3636
28,4,0,constant_velocity,0,4.7600,0.5000
28,4,0,constant_velocity,2,4.6059,0.4991
28,4,0,constant_velocity,4,4.4528,0.5165
28,4,0,constant_velocity,6,4.2954,0.5610
28,4,0,constant_velocity,8,4.1376,0.6198
28,4,0,constant_velocity,10,4.0042,0.6894
28,4,0,constant_velocity,12,3.8874,0.7663
28,4,0,constant_velocity,14,3.7905,0.8451
28,7,0,constant_velocity,0,4.7600,0.5000
28,7,0,constant_velocity,2,4.6129,0.5098
28,7,0,constant_velocity,4,4.4664,0.5307
28,7,0,constant_velocity,6,4.3290,0.5455
28,7,0,constant_velocity,8,4.2059,0.5604
28,7,0,constant_velocity,10,4.0868,0.5833
28,7,0,constant_velocity,12,3.9692,0.6066
28,7,0,constant_velocity,14,3.8596,0.6253
29,1,0,constant_velocity,0,4.6800,0.5000
29,1,0,constant_velocity,2,4.5285,0.4889
29,1,0,constant_velocity,4,4.3866,0.4656
29,1,0,constant_velocity,6,4.2589,0.4518
29,1,0,constant_velocity,8,4.1308,0.4322
29,1,0,constant_velocity,10,3.9987,0.4029
29,1,0,constant_velocity,12,3.8804,0.3624
29,1,0,constant_velocity,14,3.7614,0.3142
29,5,0,constant_velocity,0,4.6800,0.5000
29,5,0,constant_velocity,2,4.5296,0.4931
29,5,0,constant_velocity,4,4.3872,0.4788
29,5,0,constant_velocity,6,4.2499,0.4767
29,5,0,constant_velocity,8,4.1120,0.4784
29,5,0,constant_velocity,10,3.9845,0.4751
29,5,0,constant_velocity,12,3.8824,0.4808
29,5,0,constant_velocity,14,3.7838,0.4914
29,9,0,constant_velocity,0,4.6800,0.5000
29,9,0,constant_velocity,2,4.5329,0.4931
29,9,0,constant_velocity,4,4.3974,0.4941
29,9,0,constant_velocity,6,4.2505,0.4994
29,9,0,constant_velocity,8,4.0901,0.5066
29,9,0,constant_velocity,10,3.9259,0.5111
29,9,0,constant_velocity,12,3.7642,0.5200
29,9,0,constant_velocity,14,3.5938,0.5140
30,0,0,constant_velocity,0,4.6000,0.5000
30,0,0,constant_velocity,2,4.4366,0.4967
30,0,0,constant_velocity,4,4.2929,0.4811
30,0,0,constant_velocity,6,4.1465,0.4636
30,0,0,constant_velocity,8,4.0021,0.4360
30,0,0,constant_velocity,10,3.8444,0.3713
30,0,0,constant_velocity,12,3.6897,0.3035
30,0,0,constant_velocity,14,3.5433,0.2324
30,3,0,constant_velocity,0,4.6000,0.5000
30,3,0,constant_velocity,2,4.4411,0.4735
30,3,0,constant_velocity,4,4.2867,0.4431
30,3,0,constant_velocity,6,4.1345,0.4040
30,3,0,constant_velocity,8,3.9891,0.3721
30,3,0,constant_velocity,10,3.8526,0.3344
30,3,0,constant_velocity,12,3.7099,0.2965
30,3,0,constant_velocity,14,3.5647,0.2559
30,6,0,constant_velocity,0,4.6000,0.5000
30,6,0,constant_velocity,2,4.4413,0.4981
30,6,0,constant_velocity,4,4.2918,0.4900
30,6,0,constant_velocity,6,4.1512,0.4766
30,6,0,constant_velocity,8,4.0109,0.4714
30,6,0,constant_velocity,10,3.8594,0.4823
30,6,0,constant_velocity,12,3.6899,0.4866
30,6,0,constant_velocity,14,3.5207,0.4915
31,1,0,constant_velocity,0,4.5200,0.5000
31,1,0,constant_velocity,2,4.3607,0.4978
31,1,0,constant_velocity,4,4.2184,0.5011
31,1,0,constant_velocity,6,4.0949,0.5037
31,1,0,constant_velocity,8,3.9674,0.4745
31,1,0,constant_velocity,10,3.8586,0.4635
31,1,0,constant_velocity,12,3.7806,0.4500
31,1,0,constant_velocity,14,3.7069,0.4278
31,11,0,constant_velocity,0,4.5200,0.5000
31,11,0,constant_velocity,2,4.3578,0.4990
31,11,0,constant_velocity,4,4.2166,0.4734
31,11,0,constant_velocity,6,4.0842,0.4530
31,11,0,constant_velocity,8,3.9558,0.4503
31,11,0,constant_velocity,10,3.8323,0.4364
31,11,0,constant_velocity,12,3.7059,0.4049
31,11,0,constant_velocity,14,3.5811,0.3682
31,12,0,constant_velocity,0,4.5200,0.5000
31,12,0,constant_velocity,2,4.3628,0.5013
31,12,0,constant_velocity,4,4.2265,0.5074
31,12,0,constant_velocity,6,4.0848,0.5189
31,12,0,constant_velocity,8,3.9492,0.5356
31,12,0,constant_velocity,10,3.8158,0.5451
31,12,0,constant_velocity,12,3.6578,0.5466
31,12,0,constant_velocity,14,3.4926,0.5412
32,0,0,constant_velocity,0,4.4400,0.5000
32,0,0,constant_velocity,2,4.2844,0.5049
32,0,0,constant_velocity,4,4.1301,0.4982
32,0,0,constant_velocity,6,3.9779,0.4864
32,0,0,constant_velocity,8,3.8265,0.4833
32,0,0,constant_velocity,10,3.6744,0.4595
32,0,0,constant_velocity,12,3.5180,0.4378
32,0,0,constant_velocity,14,3.3562,0.4387
32,1,0,constant_velocity,0,4.4400,0.5000
32,1,0,constant_velocity,2,4.2879,0.5017
32,1,0,constant_velocity,4,4.1313,0.5042
32,1,0,constant_velocity,6,3.9739,0.4995
32,1,0,constant_velocity,8,3.8204,0.5064
32,1,0,constant_velocity,10,3.6839,0.5282
32,1,0,constant_velocity,12,3.5587,0.5499
32,1,0,constant_velocity,14,3.4431,0.5674
32,5,0,constant_velocity,0,4.4400,0.5000
32,5,0,constant_velocity,2,4.2896,0.4949
32,5,0,constant_velocity,4,4.1413,0.4889
32,5,0,constant_velocity,6,3.9788,0.4671
32,5,0,constant_velocity,8,3.8101,0.4109
32,5,0,constant_velocity,10,3.6387,0.3175
32,5,0,constant_velocity,12,3.4613,0.2103
32,5,0,constant_velocity,14,3.2750,0.0885
33,1,0,constant_velocity,0,4.3600,0.5000
33,1,0,constant_velocity,2,4.2072,0.5004
33,1,0,constant_velocity,4,4.0520,0.5248
33,1,0,constant_velocity,6,3.9014,0.5514
33,1,0,constant_velocity,8,3.7501,0.5765
33,1,0,constant_velocity,10,3.6184,0.5820
33,1,0,constant_velocity,12,3.4994,0.5952
33,1,0,constant_velocity,14,3.3808,0.6074
33,2,0,constant_velocity,0,4.3600,0.5000
33,2,0,constant_velocity,2,4.1936,0.4939
33,2,0,constant_velocity,4,4.0403,0.4914
33,2,0,constant_velocity,6,3.9139,0.4839
33,2,0,constant_velocity,8,3.7993,0.4903
33,2,0,constant_velocity,10,3.6844,0.4834
33,2,0,constant_velocity,12,3.5528,0.4614
33,2,0,constant_velocity,14,3.4203,0.4346
33,4,0,constant_velocity,0,4.3600,0.5000
33,4,0,constant_velocity,2,4.2011,0.4825
33,4,0,constant_velocity,4,4.0421,0.4785
33,4,0,constant_velocity,6,3.8968,0.4785
33,4,0,constant_velocity,8,3.7518,0.4663
33,4,0,constant_velocity,10,3.6171,0.4441
33,4,0,constant_velocity,12,3.4826,0.4149
33,4,0,constant_velocity,14,3.3400,0.3749
34,5,0,constant_velocity,0,4.2800,0.5000
34,5,0,constant_velocity,2,4.1268,0.4951
34,5,0,constant_velocity,4,3.9746,0.4836
34,5,0,constant_velocity,6,3.8212,0.4699
34,5,0,constant_velocity,8,3.6708,0.4683
34,5,0,constant_velocity,10,3.5152,0.4714
34,5,0,constant_velocity,12,3.3678,0.4646
34,5,0,constant_velocity,14,3.2175,0.4340
34,7,0,constant_velocity,0,4.2800,0.5000
34,7,0,constant_velocity,2,4.1237,0.4952
34,7,0,constant_velocity,4,3.9800,0.4899
34,7,0,constant_velocity,6,3.8327,0.4953
34,7,0,constant_velocity,8,3.6806,0.5092
34,7,0,constant_velocity,10,3.5250,0.5177
34,7,0,constant_velocity,12,3.3642,0.4973
34,7,0,constant_velocity,14,3.2072,0.4382
34,10,0,constant_velocity,0,4.2800,0.5000
34,10,0,constant_velocity,2,4.1283,0.5001
34,10,0,constant_velocity,4,3.9807,0.4894
34,10,0,constant_velocity,6,3.8219,0.4932
34,10,0,constant_velocity,8,3.6539,0.5024
34,10,0,constant_velocity,10,3.4732,0.5063
34,10,0,constant_velocity,12,3.2844,0.5013
34,10,0,constant_velocity,14,3.0921,0.4803
35,1,0,constant_velocity,0,4.2000,0.5000
35,1,0,constant_velocity,2,4.0432,0.4892
35,1,0,constant_velocity,4,3.9014,0.4722
35,1,0,constant_velocity,6,3.7784,0.4664
35,1,0,constant_velocity,8,3.6764,0.4633
35,1,0,constant_velocity,10,3.5750,0.4579
35,1,0,constant_velocity,12,3.4513,0.4459
35,1,0,constant_velocity,14,3.3232,0.4321
35,8,0,constant_velocity,0,4.2000,0.5000
35,8,0,constant_velocity,2,4.0505,0.5043
35,8,0,constant_velocity,4,3.9097,0.5212
35,8,0,constant_velocity,6,3.7496,0.5499
35,8,0,constant_velocity,8,3.6147,0.5775
35,8,0,constant_velocity,10,3.4868,0.6149
35,8,0,constant_velocity,12,3.3567,0.6637
35,8,0,constant_velocity,14,3.2365,0.7128
35,13,0,constant_velocity,0,4.2000,0.5000
35,13,0,constant_velocity,2,4.0484,0.4974
35,13,0,constant_velocity,4,3.9056,0.4911
35,13,0,constant_velocity,6,3.7734,0.4803
35,13,0,constant_velocity,8,3.6397,0.4725
35,13,0,constant_velocity,10,3.4946,0.4777
35,13,0,constant_velocity,12,3.3444,0.4797
35,13,0,constant_velocity,14,3.2044,0.4836
36,0,0,constant_velocity,0,4.1200,0.5000
36,0,0,constant_velocity,2,3.9622,0.4987
36,0,0,constant_velocity,4,3.7865,0.5081
36,0,0,constant_velocity,6,3.6281,0.5230
36,0,0,constant_velocity,8,3.4931,0.5291
36,0,0,constant_velocity,10,3.3668,0.5346
36,0,0,constant_velocity,12,3.2487,0.5369
36,0,0,constant_velocity,14,3.1162,0.5400
36,2,0,constant_velocity,0,4.1200,0.5000
36,2,0,constant_velocity,2,3.9647,0.5151
36,2,0,constant_velocity,4,3.8181,0.5275
36,2,0,constant_velocity,6,3.6845,0.5450
36,2,0,constant_velocity,8,3.5690,0.5753
36,2,0,constant_velocity,10,3.4592,0.6092
36,2,0,constant_velocity,12,3.3488,0.6709
36,2,0,constant_velocity,14,3.2337,0.7274
36,3,0,constant_velocity,0,4.1200,0.5000
36,3,0,constant_velocity,2,3.9596,0.4834
36,3,0,constant_velocity,4,3.8002,0.4638
36,3,0,constant_velocity,6,3.6483,0.4627
36,3,0,constant_velocity,8,3.4925,0.4683
36,3,0,constant_velocity,10,3.3291,0.4751
36,3,0,constant_velocity,12,3.1611,0.4839
36,3,0,constant_velocity,14,2.9892,0.4939
37,7,0,constant_velocity,0,4.0400,0.5000
37,7,0,constant_velocity,2,3.8957,0.5054
37,7,0,constant_velocity,4,3.7528,0.5255
37,7,0,constant_velocity,6,3.6108,0.5560
37,7,0,constant_velocity,8,3.4668,0.5823
37,7,0,constant_velocity,10,3.3435,0.6078
37,7,0,constant_velocity,12,3.2194,0.6309
37,7,0,constant_velocity,14,3.0889,0.6389
37,11,0,constant_velocity,0,4.0400,0.5000
37,11,0,constant_velocity,2,3.9000,0.5033
37,11,0,constant_velocity,4,3.7744,0.5048
37,11,0,constant_velocity,6,3.6444,0.4947
37,11,0,constant_velocity,8,3.5072,0.4625
37,11,0,constant_velocity,10,3.3893,0.4339
37,11,0,constant_velocity,12,3.2699,0.4015
37,11,0,constant_velocity,14,3.1467,0.3818
37,0,0,constant_velocity,0,4.0400,0.5000
37,0,0,constant_velocity,2,3.8933,0.5077
37,0,0,constant_velocity,4,3.7657,0.5279
37,0,0,constant_velocity,6,3.6232,0.5445
37,0,0,constant_velocity,8,3.4747,0.5497
37,0,0,constant_velocity,10,3.3419,0.5323
37,0,0,constant_velocity,12,3.2175,0.5038
37,0,0,constant_velocity,14,3.0818,0.4619
38,0,0,constant_velocity,0,3.9600,0.5000
38,0,0,constant_velocity,2,3.8030,0.4749
38,0,0,constant_velocity,4,3.6378,0.4432
38,0,0,constant_velocity,6,3.4702,0.4183
38,0,0,constant_velocity,8,3.3008,0.4011
38,0,0,constant_velocity,10,3.1212,0.3773
38,0,0,constant_velocity,12,2.9183,0.3515
38,0,0,constant_velocity,14,2.7134,0.3331
38,10,0,constant_velocity,0,3.9600,0.5000
38,10,0,constant_velocity,2,3.8041,0.4845
38,10,0,constant_velocity,4,3.6550,0.4411
38,10,0,constant_velocity,6,3.5234,0.3803
38,10,0,constant_velocity,8,3.4130,0.3201
38,10,0,constant_velocity,10,3.3065,0.2722
38,10,0,constant_velocity,12,3.1984,0.2334
38,10,0,constant_velocity,14,3.0847,0.2078
38,11,0,constant_velocity,0,3.9600,0.5000
38,11,0,constant_velocity,2,3.8083,0.5071
38,11,0,constant_velocity,4,3.6759,0.4962
38,11,0,constant_velocity,6,3.5360,0.4634
38,11,0,constant_velocity,8,3.4027,0.4202
38,11,0,constant_velocity,10,3.2988,0.3769
38,11,0,constant_velocity,12,3.1928,0.3171
38,11,0,constant_velocity,14,3.0767,0.2510
39,3,0,constant_velocity,0,3.8800,0.5000
39,3,0,constant_velocity,2,3.7361,0.5022
39,3,0,constant_velocity,4,3.5965,0.5255
39,3,0,constant_velocity,6,3.4424,0.5522
39,3,0,constant_velocity,8,3.2538,0.5540
39,3,0,constant_velocity,10,3.0431,0.5628
39,3,0,constant_velocity,12,2.8385,0.5744
39,3,0,constant_velocity,14,2.6468,0.5658
39,10,0,constant_velocity,0,3.8800,0.5000
39,10,0,constant_velocity,2,3.7326,0.4921
39,10,0,constant_velocity,4,3.5990,0.4741
39,10,0,constant_velocity,6,3.4697,0.4579
39,10,0,constant_velocity,8,3.3320,0.4501
39,10,0,constant_velocity,10,3.1922,0.4395
39,10,0,constant_velocity,12,3.0403,0.4436
39,10,0,constant_velocity,14,2.8697,0.4530
39,12,0,constant_velocity,0,3.8800,0.5000
39,12,0,constant_velocity,2,3.7227,0.4905
39,12,0,constant_velocity,4,3.5861,0.4622
39,12,0,constant_velocity,6,3.4656,0.4132
39,12,0,constant_velocity,8,3.3349,0.3689
39,12,0,constant_velocity,10,3.2067,0.3119
39,12,0,constant_velocity,12,3.0872,0.2468
39,12,0,constant_velocity,14,2.9680,0.1930
40,7,0,constant_velocity,0,3.8000,0.5000
40,7,0,constant_velocity,2,3.6487,0.4970
40,7,0,constant_velocity,4,3.5106,0.4982
40,7,0,constant_velocity,6,3.3888,0.5087
40,7,0,constant_velocity,8,3.2683,0.5149
40,7,0,constant_velocity,10,3.1570,0.5216
40,7,0,constant_velocity,12,3.0344,0.5137
40,7,0,constant_velocity,14,2.8939,0.5076
40,0,0,constant_velocity,0,3.8000,0.5000
40,0,0,constant_velocity,2,3.6448,0.5001
40,0,0,constant_velocity,4,3.5023,0.4870
40,0,0,constant_velocity,6,3.3656,0.4584
40,0,0,constant_velocity,8,3.2295,0.4418
40,0,0,constant_velocity,10,3.1009,0.4348
40,0,0,constant_velocity,12,2.9779,0.4195
40,0,0,constant_velocity,14,2.8480,0.3842
40,1,0,constant_velocity,0,3.8000,0.5000
40,1,0,constant_velocity,2,3.6640,0.4975
40,1,0,constant_velocity,4,3.5284,0.5028
40,1,0,constant_velocity,6,3.3782,0.5270
40,1,0,constant_velocity,8,3.2408,0.5733
40,1,0,constant_velocity,10,3.0859,0.6287
40,1,0,constant_velocity,12,2.9269,0.6888
40,1,0,constant_velocity,14,2.7819,0.7519
41,10,0,constant_velocity,0,3.7200,0.5000
41,10,0,constant_velocity,2,3.5752,0.5015
41,10,0,constant_velocity,4,3.4395,0.5019
41,10,0,constant_velocity,6,3.3009,0.5142
41,10,0,constant_velocity,8,3.1772,0.5241
41,10,0,constant_velocity,10,3.0589,0.5350
41,10,0,constant_velocity,12,2.9452,0.5765
41,10,0,constant_velocity,14,2.8273,0.6236
41,0,0,constant_velocity,0,3.7200,0.5000
41,0,0,constant_velocity,2,3.5582,0.4998
41,0,0,constant_velocity,4,3.3806,0.5270
41,0,0,constant_velocity,6,3.1789,0.5651
41,0,0,constant_velocity,8,2.9689,0.6080
41,0,0,constant_velocity,10,2.7572,0.6424
41,0,0,constant_velocity,12,2.5278,0.6865
41,0,0,constant_velocity,14,2.3046,0.7452
41,1,0,constant_velocity,0,3.7200,0.5000
41,1,0,constant_velocity,2,3.5398,0.5063
41,1,0,constant_velocity,4,3.3563,0.5112
41,1,0,constant_velocity,6,3.1977,0.5017
41,1,0,constant_velocity,8,3.0354,0.4974
41,1,0,constant_velocity,10,2.8740,0.5038
41,1,0,constant_velocity,12,2.7231,0.5233
41,1,0,constant_velocity,14,2.5717,0.5362
42,5,0,constant_velocity,0,3.6400,0.5000
42,5,0,constant_velocity,2,3.5024,0.4838
42,5,0,constant_velocity,4,3.3780,0.4550
42,5,0,constant_velocity,6,3.2600,0.4057
42,5,0,constant_velocity,8,3.1518,0.3563
42,5,0,constant_velocity,10,3.0425,0.3234
42,5,0,constant_velocity,12,2.9324,0.2950
42,5,0,constant_velocity,14,2.8268,0.2560
42,0,0,constant_velocity,0,3.6400,0.5000
42,0,0,constant_velocity,2,3.4780,0.5051
42,0,0,constant_velocity,4,3.3157,0.5223
42,0,0,constant_velocity,6,3.1438,0.5421
42,0,0,constant_velocity,8,2.9684,0.5636
42,0,0,constant_velocity,10,2.7843,0.5888
42,0,0,constant_velocity,12,2.6030,0.6177
42,0,0,constant_velocity,14,2.4239,0.6483
42,1,0,constant_velocity,0,3.6400,0.5000
42,1,0,constant_velocity,2,3.4600,0.5089
42,1,0,constant_velocity,4,3.2566,0.5320
42,1,0,constant_velocity,6,3.0361,0.5556
42,1,0,constant_velocity,8,2.8026,0.5882
42,1,0,constant_velocity,10,2.5718,0.6153
42,1,0,constant_velocity,12,2.3408,0.6341
42,1,0,constant_velocity,14,2.1104,0.6692
43,0,0,constant_velocity,0,3.5600,0.5000
43,0,0,constant_velocity,2,3.4099,0.4999
43,0,0,constant_velocity,4,3.2712,0.5010
43,0,0,constant_velocity,6,3.1344,0.5150
43,0,0,constant_velocity,8,2.9983,0.5264
43,0,0,constant_velocity,10,2.8537,0.5278
43,0,0,constant_velocity,12,2.7050,0.5232
43,0,0,constant_velocity,14,2.5746,0.5227
43,5,0,constant_velocity,0,3.5600,0.5000
43,5,0,constant_velocity,2,3.4073,0.5054
43,5,0,constant_velocity,4,3.2663,0.5420
43,5,0,constant_velocity,6,3.1197,0.5759
43,5,0,constant_velocity,8,2.9588,0.6036
43,5,0,constant_velocity,10,2.8017,0.6441
43,5,0,constant_velocity,12,2.6363,0.6992
43,5,0,constant_velocity,14,2.4711,0.7762
43,8,0,constant_velocity,0,3.5600,0.5000
43,8,0,constant_velocity,2,3.4011,0.4977
43,8,0,constant_velocity,4,3.2621,0.4883
43,8,0,constant_velocity,6,3.1393,0.4795
43,8,0,constant_velocity,8,3.0111,0.4724
43,8,0,constant_velocity,10,2.8827,0.4612
43,8,0,constant_velocity,12,2.7426,0.4569
43,8,0,constant_velocity,14,2.6060,0.4510
44,7,0,constant_velocity,0,3.4800,0.5000
44,7,0,constant_velocity,2,3.3416,0.5028
44,7,0,constant_velocity,4,3.2307,0.5135
44,7,0,constant_velocity,6,3.1300,0.5385
44,7,0,constant_velocity,8,3.0542,0.5937
44,7,0,constant_velocity,10,3.0095,0.6516
44,7,0,constant_velocity,12,2.9883,0.7008
44,7,0,constant_velocity,14,2.9674,0.7321
44,0,0,constant_velocity,0,3.4800,0.5000
44,0,0,constant_velocity,2,3.3161,0.4924
44,0,0,constant_velocity,4,3.1410,0.4745
44,0,0,constant_velocity,6,2.9605,0.4587
44,0,0,constant_velocity,8,2.7745,0.4396
44,0,0,constant_velocity,10,2.5939,0.4164
44,0,0,constant_velocity,12,2.4238,0.4101
44,0,0,constant_velocity,14,2.2603,0.3951
44,1,0,constant_velocity,0,3.4800,0.5000
44,1,0,constant_velocity,2,3.3147,0.5072
44,1,0,constant_velocity,4,3.1520,0.5033
44,1,0,constant_velocity,6,2.9930,0.5180
44,1,0,constant_velocity,8,2.8311,0.5446
44,1,0,constant_velocity,10,2.6626,0.5684
44,1,0,constant_velocity,12,2.4815,0.5768
44,1,0,constant_velocity,14,2.3159,0.5751
45,9,0,constant_velocity,0,3.4000,0.5000
45,9,0,constant_velocity,2,3.2580,0.5109
45,9,0,constant_velocity,4,3.1359,0.5305
45,9,0,constant_velocity,6,3.0285,0.5503
45,9,0,constant_velocity,8,2.9149,0.5659
45,9,0,constant_velocity,10,2.7894,0.5776
45,9,0,constant_velocity,12,2.6561,0.6050
45,9,0,constant_velocity,14,2.5393,0.6519
45,0,0,constant_velocity,0,3.4000,0.5000
45,0,0,constant_velocity,2,3.2347,0.5036
45,0,0,constant_velocity,4,3.0551,0.5099
45,0,0,constant_velocity,6,2.8798,0.5046
45,0,0,constant_velocity,8,2.7062,0.4973
45,0,0,constant_velocity,10,2.5301,0.4768
45,0,0,constant_velocity,12,2.3482,0.4435
45,0,0,constant_velocity,14,2.1700,0.4110
45,1,0,constant_velocity,0,3.4000,0.5000
45,1,0,constant_velocity,2,3.2289,0.5002
45,1,0,constant_velocity,4,3.0527,0.5154
45,1,0,constant_velocity,6,2.8647,0.5292
45,1,0,constant_velocity,8,2.6952,0.5363
45,1,0,constant_velocity,10,2.5288,0.5544
45,1,0,constant_velocity,12,2.3896,0.5708
45,1,0,constant_velocity,14,2.2647,0.5978
46,4,0,constant_velocity,0,3.3200,0.5000
46,4,0,constant_velocity,2,3.1629,0.5124
46,4,0,constant_velocity,4,3.0027,0.5195
46,4,0,constant_velocity,6,2.8461,0.5202
46,4,0,constant_velocity,8,2.6947,0.5183
