seed,method,S,eps_wass,sigma,shift_rho,shift_boost,ground_cost,collision,collision_step,min_clearance,min_clearance_step,total_progress,control_effort,constraint_active_count,missed_mode_steps,total_steps,avg_solve_ms,p50_solve_ms,p95_solve_ms,max_solve_ms,total_dro_injected,avg_safe_horizon,clearance_5pct
12382,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2476,13,20.1120,744.9733,511,24,80,2.9606,2.0521,12.9764,13.6531,0,7.0000,1.2712
12383,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,30,0.6377,40,12.6219,286.4548,361,30,80,5.6264,3.6794,14.2971,19.8518,0,7.0000,0.6496
12384,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1006,17,11.7500,248.8960,355,31,80,4.1001,2.8326,10.8552,12.1874,0,7.0000,1.1022
12385,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1101,32,16.3998,395.8865,345,22,80,5.1710,3.6426,14.0556,16.8894,0,7.0000,1.1248
12386,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8996,15,17.3677,402.3405,460,15,80,4.5562,3.5516,11.9335,15.5428,0,7.0000,0.9355
12387,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,26,0.7981,29,20.3113,743.0770,555,21,80,3.7886,3.2657,11.9126,12.9177,0,7.0000,0.8154
12388,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9961,39,18.5586,465.5985,421,33,80,4.3191,2.9906,12.0926,16.3908,0,7.0000,1.0127
12389,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9577,17,2.9385,86.9655,126,22,80,4.7096,3.3000,12.4031,13.3337,0,7.0000,0.9752
12390,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,21,0.5656,30,2.3002,92.9430,150,13,80,5.4242,3.8155,13.1285,14.1295,0,7.0000,0.5689
12391,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,16,0.8028,21,3.9331,117.5108,128,22,80,5.7764,3.6799,13.1867,15.9372,0,7.0000,0.8036
12392,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2463,15,20.1121,774.6276,589,18,80,3.5499,2.8231,10.4955,11.4472,0,7.0000,1.2648
12393,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8900,40,4.9388,219.2494,194,24,80,4.7412,3.3723,10.7082,11.5505,0,7.0000,0.9130
12394,SHMPC_RTA,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8963,29,14.9562,347.5785,410,17,80,5.3980,3.8128,13.4293,14.6800,0,7.0000,0.9029
